"Step","avg 5 5 - returns","avg 5 5 - returns__MIN","avg 5 5 - returns__MAX"
"45","0.3365359902381897","0.3365359902381897","0.3365359902381897"
"46","0.8604946136474609","0.8604946136474609","0.8604946136474609"
"47","0.866331934928894","0.866331934928894","0.866331934928894"
"48","0.5365585088729858","0.5365585088729858","0.5365585088729858"
"49","-1.123506784439087","-1.123506784439087","-1.123506784439087"
"50","0.9553763270378113","0.9553763270378113","0.9553763270378113"
"51","0.449310302734375","0.449310302734375","0.449310302734375"
"52","0.33186793327331543","0.33186793327331543","0.33186793327331543"
"53","0.30520689487457275","0.30520689487457275","0.30520689487457275"
"54","-1.6996384859085083","-1.6996384859085083","-1.6996384859085083"
"55","0.7554950714111328","0.7554950714111328","0.7554950714111328"
"56","0.18390817940235138","0.18390817940235138","0.18390817940235138"
"57","-0.405017226934433","-0.405017226934433","-0.405017226934433"
"58","-0.7783666849136353","-0.7783666849136353","-0.7783666849136353"
"59","-1.150485873222351","-1.150485873222351","-1.150485873222351"
"60","0.7144275307655334","0.7144275307655334","0.7144275307655334"
"61","-0.6845747828483582","-0.6845747828483582","-0.6845747828483582"
"62","0.7545663714408875","0.7545663714408875","0.7545663714408875"
"63","-1.90670907497406","-1.90670907497406","-1.90670907497406"
"64","0.1766253113746643","0.1766253113746643","0.1766253113746643"
"65","-1.2186850309371948","-1.2186850309371948","-1.2186850309371948"
"66","0.1517387479543686","0.1517387479543686","0.1517387479543686"
"67","0.08725718408823013","0.08725718408823013","0.08725718408823013"
"68","1.3949570655822754","1.3949570655822754","1.3949570655822754"
"69","-2.2860963344573975","-2.2860963344573975","-2.2860963344573975"
"70","0.3330686092376709","0.3330686092376709","0.3330686092376709"
"71","0.029190540313720703","0.029190540313720703","0.029190540313720703"
"72","1.1472554206848145","1.1472554206848145","1.1472554206848145"
"73","0.3499293327331543","0.3499293327331543","0.3499293327331543"
"74","0.006738007068634033","0.006738007068634033","0.006738007068634033"
"75","-1.1865756511688232","-1.1865756511688232","-1.1865756511688232"
"76","0.6085042357444763","0.6085042357444763","0.6085042357444763"
"77","-0.9579259157180786","-0.9579259157180786","-0.9579259157180786"
"78","0.6212033033370972","0.6212033033370972","0.6212033033370972"
"79","0.8565974831581116","0.8565974831581116","0.8565974831581116"
"80","2.2075185775756836","2.2075185775756836","2.2075185775756836"
"81","-0.7383265495300293","-0.7383265495300293","-0.7383265495300293"
"82","0.4537637233734131","0.4537637233734131","0.4537637233734131"
"83","-0.9221140146255493","-0.9221140146255493","-0.9221140146255493"
"84","-0.33224499225616455","-0.33224499225616455","-0.33224499225616455"
"85","-0.08792366832494736","-0.08792366832494736","-0.08792366832494736"
"86","1.4041738510131836","1.4041738510131836","1.4041738510131836"
"87","-0.5151663422584534","-0.5151663422584534","-0.5151663422584534"
"88","1.610238790512085","1.610238790512085","1.610238790512085"
"89","0.797376275062561","0.797376275062561","0.797376275062561"
"90","0.29951712489128113","0.29951712489128113","0.29951712489128113"
"91","0.2958727478981018","0.2958727478981018","0.2958727478981018"
"92","-0.8875612020492554","-0.8875612020492554","-0.8875612020492554"
"93","-1.2857370376586914","-1.2857370376586914","-1.2857370376586914"
"94","0.9383041262626648","0.9383041262626648","0.9383041262626648"
"95","0.1920584738254547","0.1920584738254547","0.1920584738254547"
"96","-0.6232596635818481","-0.6232596635818481","-0.6232596635818481"
"97","2.0520615577697754","2.0520615577697754","2.0520615577697754"
"98","1.0219886302947998","1.0219886302947998","1.0219886302947998"
"99","-0.8139290809631348","-0.8139290809631348","-0.8139290809631348"
"100","0.18042220175266266","0.18042220175266266","0.18042220175266266"
"101","0.991246223449707","0.991246223449707","0.991246223449707"
"102","-0.41670385003089905","-0.41670385003089905","-0.41670385003089905"
"103","0.5569579601287842","0.5569579601287842","0.5569579601287842"
"104","0.8755003809928894","0.8755003809928894","0.8755003809928894"
"105","-0.4145945906639099","-0.4145945906639099","-0.4145945906639099"
"106","1.1500022411346436","1.1500022411346436","1.1500022411346436"
"107","0.8111693859100342","0.8111693859100342","0.8111693859100342"
"108","-0.9508185386657715","-0.9508185386657715","-0.9508185386657715"
"109","0.4501288831233978","0.4501288831233978","0.4501288831233978"
"110","0.27932560443878174","0.27932560443878174","0.27932560443878174"
"111","1.197700023651123","1.197700023651123","1.197700023651123"
"112","1.0585846900939941","1.0585846900939941","1.0585846900939941"
"113","1.688679575920105","1.688679575920105","1.688679575920105"
"114","-0.028790101408958435","-0.028790101408958435","-0.028790101408958435"
"115","1.4590166807174683","1.4590166807174683","1.4590166807174683"
"116","0.3587287664413452","0.3587287664413452","0.3587287664413452"
"117","1.553147315979004","1.553147315979004","1.553147315979004"
"118","0.634322464466095","0.634322464466095","0.634322464466095"
"119","-0.30981844663619995","-0.30981844663619995","-0.30981844663619995"
"120","0.38036468625068665","0.38036468625068665","0.38036468625068665"
"121","0.8267384171485901","0.8267384171485901","0.8267384171485901"
"122","0.6373965740203857","0.6373965740203857","0.6373965740203857"
"123","1.6944571733474731","1.6944571733474731","1.6944571733474731"
"124","1.1932313442230225","1.1932313442230225","1.1932313442230225"
"125","0.6045708656311035","0.6045708656311035","0.6045708656311035"
"126","-0.1133306697010994","-0.1133306697010994","-0.1133306697010994"
"127","0.7991970777511597","0.7991970777511597","0.7991970777511597"
"128","0.002722620964050293","0.002722620964050293","0.002722620964050293"
"129","-0.17503078281879425","-0.17503078281879425","-0.17503078281879425"
"130","0.029080145061016083","0.029080145061016083","0.029080145061016083"
"131","1.4646865129470825","1.4646865129470825","1.4646865129470825"
"132","0.5029611587524414","0.5029611587524414","0.5029611587524414"
"133","1.1047399044036865","1.1047399044036865","1.1047399044036865"
"134","0.9792487621307373","0.9792487621307373","0.9792487621307373"
"135","0.9874496459960938","0.9874496459960938","0.9874496459960938"
"136","1.7156707048416138","1.7156707048416138","1.7156707048416138"
"137","1.233916997909546","1.233916997909546","1.233916997909546"
"138","1.1752097606658936","1.1752097606658936","1.1752097606658936"
"139","0.6469013094902039","0.6469013094902039","0.6469013094902039"
"140","1.2271236181259155","1.2271236181259155","1.2271236181259155"
"141","2.99177622795105","2.99177622795105","2.99177622795105"
"142","-0.32700198888778687","-0.32700198888778687","-0.32700198888778687"
"143","1.0083435773849487","1.0083435773849487","1.0083435773849487"
"144","1.3181138038635254","1.3181138038635254","1.3181138038635254"
"145","1.0674341917037964","1.0674341917037964","1.0674341917037964"
"146","-0.014868780970573425","-0.014868780970573425","-0.014868780970573425"
"147","2.2593612670898438","2.2593612670898438","2.2593612670898438"
"148","0.9652905464172363","0.9652905464172363","0.9652905464172363"
"149","1.4281471967697144","1.4281471967697144","1.4281471967697144"
"150","0.21243171393871307","0.21243171393871307","0.21243171393871307"
"151","2.1413581371307373","2.1413581371307373","2.1413581371307373"
"152","2.513213872909546","2.513213872909546","2.513213872909546"
"153","1.249014139175415","1.249014139175415","1.249014139175415"
"154","2.289958953857422","2.289958953857422","2.289958953857422"
"155","1.1967071294784546","1.1967071294784546","1.1967071294784546"
"156","1.5210638046264648","1.5210638046264648","1.5210638046264648"
"157","0.7076139450073242","0.7076139450073242","0.7076139450073242"
"158","0.9883508682250977","0.9883508682250977","0.9883508682250977"
"159","2.661818027496338","2.661818027496338","2.661818027496338"
"160","0.391014039516449","0.391014039516449","0.391014039516449"
"161","1.6887277364730835","1.6887277364730835","1.6887277364730835"
"162","0.37459132075309753","0.37459132075309753","0.37459132075309753"
"163","2.631808280944824","2.631808280944824","2.631808280944824"
"164","2.017763376235962","2.017763376235962","2.017763376235962"
"165","2.583580255508423","2.583580255508423","2.583580255508423"
"166","1.4509350061416626","1.4509350061416626","1.4509350061416626"
"167","-1.408415675163269","-1.408415675163269","-1.408415675163269"
"168","0.9610427021980286","0.9610427021980286","0.9610427021980286"
"169","2.1362271308898926","2.1362271308898926","2.1362271308898926"
"170","1.598950743675232","1.598950743675232","1.598950743675232"
"171","0.9542409181594849","0.9542409181594849","0.9542409181594849"
"172","1.5221104621887207","1.5221104621887207","1.5221104621887207"
"173","0.8058843612670898","0.8058843612670898","0.8058843612670898"
"174","-0.6230524778366089","-0.6230524778366089","-0.6230524778366089"
"175","3.0669519901275635","3.0669519901275635","3.0669519901275635"
"176","0.5325425863265991","0.5325425863265991","0.5325425863265991"
"177","1.7674193382263184","1.7674193382263184","1.7674193382263184"
"178","1.608181357383728","1.608181357383728","1.608181357383728"
"179","1.350554347038269","1.350554347038269","1.350554347038269"
"180","0.33223873376846313","0.33223873376846313","0.33223873376846313"
"181","2.9087576866149902","2.9087576866149902","2.9087576866149902"
"182","0.7872470021247864","0.7872470021247864","0.7872470021247864"
"183","1.4948832988739014","1.4948832988739014","1.4948832988739014"
"184","0.5418016910552979","0.5418016910552979","0.5418016910552979"
"185","-0.8011192083358765","-0.8011192083358765","-0.8011192083358765"
"186","-0.7603296041488647","-0.7603296041488647","-0.7603296041488647"
"187","-0.04095166176557541","-0.04095166176557541","-0.04095166176557541"
"188","2.00019907951355","2.00019907951355","2.00019907951355"
"189","1.6842832565307617","1.6842832565307617","1.6842832565307617"
"190","0.31566351652145386","0.31566351652145386","0.31566351652145386"
"191","1.373425006866455","1.373425006866455","1.373425006866455"
"192","0.43384093046188354","0.43384093046188354","0.43384093046188354"
"193","-0.041423335671424866","-0.041423335671424866","-0.041423335671424866"
"194","0.27179548144340515","0.27179548144340515","0.27179548144340515"
"195","-0.09152159094810486","-0.09152159094810486","-0.09152159094810486"
"196","0.22225695848464966","0.22225695848464966","0.22225695848464966"
"197","-0.9576824307441711","-0.9576824307441711","-0.9576824307441711"
"198","0.6897046566009521","0.6897046566009521","0.6897046566009521"
"199","2.0971972942352295","2.0971972942352295","2.0971972942352295"
"200","0.3313334584236145","0.3313334584236145","0.3313334584236145"
"201","0.694033145904541","0.694033145904541","0.694033145904541"
"202","-1.4117753505706787","-1.4117753505706787","-1.4117753505706787"
"203","0.8155387043952942","0.8155387043952942","0.8155387043952942"
"204","0.6042115092277527","0.6042115092277527","0.6042115092277527"
"205","-0.5749490261077881","-0.5749490261077881","-0.5749490261077881"
"206","1.2002651691436768","1.2002651691436768","1.2002651691436768"
"207","1.309561848640442","1.309561848640442","1.309561848640442"
"208","2.4520041942596436","2.4520041942596436","2.4520041942596436"
"209","-1.145900011062622","-1.145900011062622","-1.145900011062622"
"210","1.8460304737091064","1.8460304737091064","1.8460304737091064"
"211","-0.6681467294692993","-0.6681467294692993","-0.6681467294692993"
"212","0.8005680441856384","0.8005680441856384","0.8005680441856384"
"213","0.5355288982391357","0.5355288982391357","0.5355288982391357"
"214","1.8145747184753418","1.8145747184753418","1.8145747184753418"
"215","2.0746560096740723","2.0746560096740723","2.0746560096740723"
"216","1.0721259117126465","1.0721259117126465","1.0721259117126465"
"217","2.2795257568359375","2.2795257568359375","2.2795257568359375"
"218","-0.4019105136394501","-0.4019105136394501","-0.4019105136394501"
"219","1.3998229503631592","1.3998229503631592","1.3998229503631592"
"220","2.106818675994873","2.106818675994873","2.106818675994873"
"221","0.7703008651733398","0.7703008651733398","0.7703008651733398"
"222","1.914448857307434","1.914448857307434","1.914448857307434"
"223","-0.7188498973846436","-0.7188498973846436","-0.7188498973846436"
"224","1.6888633966445923","1.6888633966445923","1.6888633966445923"
"225","0.8103604912757874","0.8103604912757874","0.8103604912757874"
"226","2.6980090141296387","2.6980090141296387","2.6980090141296387"
"227","-0.15718431770801544","-0.15718431770801544","-0.15718431770801544"
"228","-0.006445009261369705","-0.006445009261369705","-0.006445009261369705"
"229","1.087411642074585","1.087411642074585","1.087411642074585"
"230","2.0683417320251465","2.0683417320251465","2.0683417320251465"
"231","-0.25595757365226746","-0.25595757365226746","-0.25595757365226746"
"232","0.048930708318948746","0.048930708318948746","0.048930708318948746"
"233","1.1243314743041992","1.1243314743041992","1.1243314743041992"
"234","2.078474998474121","2.078474998474121","2.078474998474121"
"235","-0.20113790035247803","-0.20113790035247803","-0.20113790035247803"
"236","2.005178451538086","2.005178451538086","2.005178451538086"
"237","-0.17244350910186768","-0.17244350910186768","-0.17244350910186768"
"238","2.1131513118743896","2.1131513118743896","2.1131513118743896"
"239","1.6012444496154785","1.6012444496154785","1.6012444496154785"
"240","1.0418853759765625","1.0418853759765625","1.0418853759765625"
"241","0.8608402013778687","0.8608402013778687","0.8608402013778687"
"242","1.1337025165557861","1.1337025165557861","1.1337025165557861"
"243","1.757847785949707","1.757847785949707","1.757847785949707"
"244","2.270958423614502","2.270958423614502","2.270958423614502"
"245","1.5416576862335205","1.5416576862335205","1.5416576862335205"
"246","1.60951828956604","1.60951828956604","1.60951828956604"
"247","0.7845691442489624","0.7845691442489624","0.7845691442489624"
"248","0.4989103674888611","0.4989103674888611","0.4989103674888611"
"249","0.6329642534255981","0.6329642534255981","0.6329642534255981"
"250","1.975418210029602","1.975418210029602","1.975418210029602"
"251","1.733736515045166","1.733736515045166","1.733736515045166"
"252","0.5189347863197327","0.5189347863197327","0.5189347863197327"
"253","1.1969246864318848","1.1969246864318848","1.1969246864318848"
"254","0.7516801357269287","0.7516801357269287","0.7516801357269287"
"255","0.9128988981246948","0.9128988981246948","0.9128988981246948"
"256","1.0079846382141113","1.0079846382141113","1.0079846382141113"
"257","1.000601053237915","1.000601053237915","1.000601053237915"
"258","1.4174847602844238","1.4174847602844238","1.4174847602844238"
"259","1.0026336908340454","1.0026336908340454","1.0026336908340454"
"260","0.3631966710090637","0.3631966710090637","0.3631966710090637"
"261","1.718526840209961","1.718526840209961","1.718526840209961"
"262","-0.38367989659309387","-0.38367989659309387","-0.38367989659309387"
"263","1.6952353715896606","1.6952353715896606","1.6952353715896606"
"264","0.9523208141326904","0.9523208141326904","0.9523208141326904"
"265","1.4427903890609741","1.4427903890609741","1.4427903890609741"
"266","0.8011612892150879","0.8011612892150879","0.8011612892150879"
"267","0.9677922129631042","0.9677922129631042","0.9677922129631042"
"268","1.3196343183517456","1.3196343183517456","1.3196343183517456"
"269","0.390952467918396","0.390952467918396","0.390952467918396"
"270","0.5838366746902466","0.5838366746902466","0.5838366746902466"
"271","0.5285917520523071","0.5285917520523071","0.5285917520523071"
"272","0.25428298115730286","0.25428298115730286","0.25428298115730286"
"273","0.9403455853462219","0.9403455853462219","0.9403455853462219"
"274","0.1765289306640625","0.1765289306640625","0.1765289306640625"
"275","-0.10876114666461945","-0.10876114666461945","-0.10876114666461945"
"276","0.2934664785861969","0.2934664785861969","0.2934664785861969"
"277","0.7290879487991333","0.7290879487991333","0.7290879487991333"
"278","0.804917573928833","0.804917573928833","0.804917573928833"
"279","0.2588995099067688","0.2588995099067688","0.2588995099067688"
"280","-0.9841960668563843","-0.9841960668563843","-0.9841960668563843"
"281","0.576421320438385","0.576421320438385","0.576421320438385"
"282","1.3492581844329834","1.3492581844329834","1.3492581844329834"
"283","-0.7768391370773315","-0.7768391370773315","-0.7768391370773315"
"284","1.9160575866699219","1.9160575866699219","1.9160575866699219"
"285","0.9526761770248413","0.9526761770248413","0.9526761770248413"
"286","-0.21885468065738678","-0.21885468065738678","-0.21885468065738678"
"287","1.5486572980880737","1.5486572980880737","1.5486572980880737"
"288","1.2182481288909912","1.2182481288909912","1.2182481288909912"
"289","3.289215087890625","3.289215087890625","3.289215087890625"
"290","1.4513676166534424","1.4513676166534424","1.4513676166534424"
"291","0.8305078744888306","0.8305078744888306","0.8305078744888306"
"292","0.5963826179504395","0.5963826179504395","0.5963826179504395"
"293","2.09564471244812","2.09564471244812","2.09564471244812"
"294","1.6039143800735474","1.6039143800735474","1.6039143800735474"
"295","1.9729807376861572","1.9729807376861572","1.9729807376861572"
"296","1.664523959159851","1.664523959159851","1.664523959159851"
"297","0.24003125727176666","0.24003125727176666","0.24003125727176666"
"298","0.5754725933074951","0.5754725933074951","0.5754725933074951"
"299","0.7616960406303406","0.7616960406303406","0.7616960406303406"
"300","1.2598201036453247","1.2598201036453247","1.2598201036453247"
"301","0.31344717741012573","0.31344717741012573","0.31344717741012573"
"302","-0.2947945296764374","-0.2947945296764374","-0.2947945296764374"
"303","1.255592703819275","1.255592703819275","1.255592703819275"
"304","3.560804605484009","3.560804605484009","3.560804605484009"
"305","2.225750207901001","2.225750207901001","2.225750207901001"
"306","1.8282352685928345","1.8282352685928345","1.8282352685928345"
"307","1.8044767379760742","1.8044767379760742","1.8044767379760742"
"308","0.7549521923065186","0.7549521923065186","0.7549521923065186"
"309","1.8063666820526123","1.8063666820526123","1.8063666820526123"
"310","0.3087158501148224","0.3087158501148224","0.3087158501148224"
"311","1.7327436208724976","1.7327436208724976","1.7327436208724976"
"312","0.24996508657932281","0.24996508657932281","0.24996508657932281"
"313","1.8679091930389404","1.8679091930389404","1.8679091930389404"
"314","1.5697743892669678","1.5697743892669678","1.5697743892669678"
"315","2.636654853820801","2.636654853820801","2.636654853820801"
"316","1.8522746562957764","1.8522746562957764","1.8522746562957764"
"317","1.0496277809143066","1.0496277809143066","1.0496277809143066"
"318","2.260409355163574","2.260409355163574","2.260409355163574"
"319","1.6079481840133667","1.6079481840133667","1.6079481840133667"
"320","1.0463734865188599","1.0463734865188599","1.0463734865188599"
"321","0.1919684112071991","0.1919684112071991","0.1919684112071991"
"322","-0.4281145930290222","-0.4281145930290222","-0.4281145930290222"
"323","0.5746004581451416","0.5746004581451416","0.5746004581451416"
"324","1.329318642616272","1.329318642616272","1.329318642616272"
"325","-0.5010820627212524","-0.5010820627212524","-0.5010820627212524"
"326","-0.6590046882629395","-0.6590046882629395","-0.6590046882629395"
"327","-0.1698697805404663","-0.1698697805404663","-0.1698697805404663"
"328","1.4526758193969727","1.4526758193969727","1.4526758193969727"
"329","1.5815547704696655","1.5815547704696655","1.5815547704696655"
"330","2.069542407989502","2.069542407989502","2.069542407989502"
"331","-0.6197217702865601","-0.6197217702865601","-0.6197217702865601"
"332","-0.030777543783187866","-0.030777543783187866","-0.030777543783187866"
"333","-0.6903436779975891","-0.6903436779975891","-0.6903436779975891"
"334","0.3694351315498352","0.3694351315498352","0.3694351315498352"
"335","1.435006022453308","1.435006022453308","1.435006022453308"
"336","-0.745384693145752","-0.745384693145752","-0.745384693145752"
"337","1.3013715744018555","1.3013715744018555","1.3013715744018555"
"338","0.5185113549232483","0.5185113549232483","0.5185113549232483"
"339","1.8164234161376953","1.8164234161376953","1.8164234161376953"
"340","1.2533735036849976","1.2533735036849976","1.2533735036849976"
"341","0.096408411860466","0.096408411860466","0.096408411860466"
"342","-0.4504638612270355","-0.4504638612270355","-0.4504638612270355"
"343","-0.39820724725723267","-0.39820724725723267","-0.39820724725723267"
"344","1.5285191535949707","1.5285191535949707","1.5285191535949707"
"345","0.6952087879180908","0.6952087879180908","0.6952087879180908"
"346","0.6206176280975342","0.6206176280975342","0.6206176280975342"
"347","-1.141188144683838","-1.141188144683838","-1.141188144683838"
"348","1.3060383796691895","1.3060383796691895","1.3060383796691895"
"349","-2.661973714828491","-2.661973714828491","-2.661973714828491"
"350","1.057506799697876","1.057506799697876","1.057506799697876"
"351","0.44470369815826416","0.44470369815826416","0.44470369815826416"
"352","-1.382462501525879","-1.382462501525879","-1.382462501525879"
"353","-0.4675501883029938","-0.4675501883029938","-0.4675501883029938"
"354","-0.3455273509025574","-0.3455273509025574","-0.3455273509025574"
"355","0.4404614567756653","0.4404614567756653","0.4404614567756653"
"356","0.013717755675315857","0.013717755675315857","0.013717755675315857"
"357","0.27301204204559326","0.27301204204559326","0.27301204204559326"
"358","0.6091600656509399","0.6091600656509399","0.6091600656509399"
"359","2.422217845916748","2.422217845916748","2.422217845916748"
"360","1.4018014669418335","1.4018014669418335","1.4018014669418335"
"361","1.1555554866790771","1.1555554866790771","1.1555554866790771"
"362","1.0089387893676758","1.0089387893676758","1.0089387893676758"
"363","1.1868464946746826","1.1868464946746826","1.1868464946746826"
"364","1.1812818050384521","1.1812818050384521","1.1812818050384521"
"365","-0.401985228061676","-0.401985228061676","-0.401985228061676"
"366","0.7897853851318359","0.7897853851318359","0.7897853851318359"
"367","2.1054885387420654","2.1054885387420654","2.1054885387420654"
"368","0.5134677886962891","0.5134677886962891","0.5134677886962891"
"369","0.5481177568435669","0.5481177568435669","0.5481177568435669"
"370","1.1930904388427734","1.1930904388427734","1.1930904388427734"
"371","1.3845429420471191","1.3845429420471191","1.3845429420471191"
"372","0.2079574167728424","0.2079574167728424","0.2079574167728424"
"373","2.1804163455963135","2.1804163455963135","2.1804163455963135"
"374","1.3443301916122437","1.3443301916122437","1.3443301916122437"
"375","1.6615111827850342","1.6615111827850342","1.6615111827850342"
"376","1.292081594467163","1.292081594467163","1.292081594467163"
"377","1.123705506324768","1.123705506324768","1.123705506324768"
"378","-0.19604815542697906","-0.19604815542697906","-0.19604815542697906"
"379","2.6469619274139404","2.6469619274139404","2.6469619274139404"
"380","1.8072164058685303","1.8072164058685303","1.8072164058685303"
"381","1.5999048948287964","1.5999048948287964","1.5999048948287964"
"382","1.7849981784820557","1.7849981784820557","1.7849981784820557"
"383","0.5304020643234253","0.5304020643234253","0.5304020643234253"
"384","0.8040275573730469","0.8040275573730469","0.8040275573730469"
"385","0.4722940921783447","0.4722940921783447","0.4722940921783447"
"386","-0.2266213744878769","-0.2266213744878769","-0.2266213744878769"
"387","1.103619933128357","1.103619933128357","1.103619933128357"
"388","0.3980443775653839","0.3980443775653839","0.3980443775653839"
"389","-0.5559189319610596","-0.5559189319610596","-0.5559189319610596"
"390","0.10440151393413544","0.10440151393413544","0.10440151393413544"
"391","0.2074853479862213","0.2074853479862213","0.2074853479862213"
"392","0.09297522902488708","0.09297522902488708","0.09297522902488708"
"393","1.5971384048461914","1.5971384048461914","1.5971384048461914"
"394","0.4761711359024048","0.4761711359024048","0.4761711359024048"
"395","0.35003945231437683","0.35003945231437683","0.35003945231437683"
"396","1.5747982263565063","1.5747982263565063","1.5747982263565063"
"397","1.2236242294311523","1.2236242294311523","1.2236242294311523"
"398","-0.32827073335647583","-0.32827073335647583","-0.32827073335647583"
"399","0.8709459900856018","0.8709459900856018","0.8709459900856018"
"400","1.6612548828125","1.6612548828125","1.6612548828125"
"401","0.16443023085594177","0.16443023085594177","0.16443023085594177"
"402","0.5024328231811523","0.5024328231811523","0.5024328231811523"
"403","1.9783042669296265","1.9783042669296265","1.9783042669296265"
"404","0.7272424101829529","0.7272424101829529","0.7272424101829529"
"405","1.6132330894470215","1.6132330894470215","1.6132330894470215"
"406","2.015995979309082","2.015995979309082","2.015995979309082"
"407","-0.2821875512599945","-0.2821875512599945","-0.2821875512599945"
"408","1.0752817392349243","1.0752817392349243","1.0752817392349243"
"409","2.262421131134033","2.262421131134033","2.262421131134033"
"410","-0.0721280574798584","-0.0721280574798584","-0.0721280574798584"
"411","0.26083824038505554","0.26083824038505554","0.26083824038505554"
"412","0.9567995071411133","0.9567995071411133","0.9567995071411133"
"413","0.6514768004417419","0.6514768004417419","0.6514768004417419"
"414","1.8106483221054077","1.8106483221054077","1.8106483221054077"
"415","1.4749946594238281","1.4749946594238281","1.4749946594238281"
"416","0.8619500398635864","0.8619500398635864","0.8619500398635864"
"417","1.856911301612854","1.856911301612854","1.856911301612854"
"418","-0.6772943735122681","-0.6772943735122681","-0.6772943735122681"
"419","1.4276707172393799","1.4276707172393799","1.4276707172393799"
"420","1.3619204759597778","1.3619204759597778","1.3619204759597778"
"421","2.243556499481201","2.243556499481201","2.243556499481201"
"422","-0.4176432192325592","-0.4176432192325592","-0.4176432192325592"
"423","2.054342746734619","2.054342746734619","2.054342746734619"
"424","1.4465317726135254","1.4465317726135254","1.4465317726135254"
"425","0.03477965295314789","0.03477965295314789","0.03477965295314789"
"426","0.8538329601287842","0.8538329601287842","0.8538329601287842"
"427","0.06713351607322693","0.06713351607322693","0.06713351607322693"
"428","0.041979946196079254","0.041979946196079254","0.041979946196079254"
"429","0.022067703306674957","0.022067703306674957","0.022067703306674957"
"430","0.8196991682052612","0.8196991682052612","0.8196991682052612"
"431","-0.21698272228240967","-0.21698272228240967","-0.21698272228240967"
"432","0.07919219881296158","0.07919219881296158","0.07919219881296158"
"433","-2.062211036682129","-2.062211036682129","-2.062211036682129"
"434","0.6125585436820984","0.6125585436820984","0.6125585436820984"
"435","-0.13510280847549438","-0.13510280847549438","-0.13510280847549438"
"436","-0.6069964170455933","-0.6069964170455933","-0.6069964170455933"
"437","0.5705845952033997","0.5705845952033997","0.5705845952033997"
"438","1.3275684118270874","1.3275684118270874","1.3275684118270874"
"439","1.6492191553115845","1.6492191553115845","1.6492191553115845"
"440","0.9018564224243164","0.9018564224243164","0.9018564224243164"
"441","0.822883129119873","0.822883129119873","0.822883129119873"
"442","1.6632013320922852","1.6632013320922852","1.6632013320922852"
"443","-0.9921473860740662","-0.9921473860740662","-0.9921473860740662"
"444","1.3577370643615723","1.3577370643615723","1.3577370643615723"
"445","1.17082679271698","1.17082679271698","1.17082679271698"
