"Step","greedy 5 5  - returns","greedy 5 5  - returns__MIN","greedy 5 5  - returns__MAX"
"203","0.5828588604927063","0.5828588604927063","0.5828588604927063"
"204","-1.8416874408721924","-1.8416874408721924","-1.8416874408721924"
"205","0.08707194030284882","0.08707194030284882","0.08707194030284882"
"206","-0.4322102665901184","-0.4322102665901184","-0.4322102665901184"
"207","0.7192875146865845","0.7192875146865845","0.7192875146865845"
"208","-0.3896805942058563","-0.3896805942058563","-0.3896805942058563"
"209","-1.063143253326416","-1.063143253326416","-1.063143253326416"
"210","-0.7402518391609192","-0.7402518391609192","-0.7402518391609192"
"211","0.6817456483840942","0.6817456483840942","0.6817456483840942"
"212","0.28711724281311035","0.28711724281311035","0.28711724281311035"
"213","-0.22568364441394806","-0.22568364441394806","-0.22568364441394806"
"214","-1.0513502359390259","-1.0513502359390259","-1.0513502359390259"
"215","-0.2643141746520996","-0.2643141746520996","-0.2643141746520996"
"216","-0.7929607629776001","-0.7929607629776001","-0.7929607629776001"
"217","0.8044848442077637","0.8044848442077637","0.8044848442077637"
"218","-0.1697041094303131","-0.1697041094303131","-0.1697041094303131"
"219","0.25907617807388306","0.25907617807388306","0.25907617807388306"
"220","-0.39737117290496826","-0.39737117290496826","-0.39737117290496826"
"221","-0.37119653820991516","-0.37119653820991516","-0.37119653820991516"
"222","0.3648378849029541","0.3648378849029541","0.3648378849029541"
"223","0.32262352108955383","0.32262352108955383","0.32262352108955383"
"224","-2.2835891246795654","-2.2835891246795654","-2.2835891246795654"
"225","1.8951977491378784","1.8951977491378784","1.8951977491378784"
"226","0.10731567442417145","0.10731567442417145","0.10731567442417145"
"227","0.05074773356318474","0.05074773356318474","0.05074773356318474"
"228","0.2372555285692215","0.2372555285692215","0.2372555285692215"
"229","0.5916233658790588","0.5916233658790588","0.5916233658790588"
"230","0.07247427850961685","0.07247427850961685","0.07247427850961685"
"231","1.2890164852142334","1.2890164852142334","1.2890164852142334"
"232","-0.7785850763320923","-0.7785850763320923","-0.7785850763320923"
"233","-0.1588326096534729","-0.1588326096534729","-0.1588326096534729"
"234","0.39317548274993896","0.39317548274993896","0.39317548274993896"
"235","0.10879231989383698","0.10879231989383698","0.10879231989383698"
"236","-0.5281786918640137","-0.5281786918640137","-0.5281786918640137"
"237","-0.4455162584781647","-0.4455162584781647","-0.4455162584781647"
"238","-0.510146975517273","-0.510146975517273","-0.510146975517273"
"239","-0.3225078284740448","-0.3225078284740448","-0.3225078284740448"
"240","0.7922434210777283","0.7922434210777283","0.7922434210777283"
"241","0.2923072874546051","0.2923072874546051","0.2923072874546051"
"242","0.43354886770248413","0.43354886770248413","0.43354886770248413"
"243","0.20279742777347565","0.20279742777347565","0.20279742777347565"
"244","-0.04327031970024109","-0.04327031970024109","-0.04327031970024109"
"245","-0.02620747685432434","-0.02620747685432434","-0.02620747685432434"
"246","1.5217578411102295","1.5217578411102295","1.5217578411102295"
"247","-0.7380930185317993","-0.7380930185317993","-0.7380930185317993"
"248","-0.6357684135437012","-0.6357684135437012","-0.6357684135437012"
"249","-1.4263657331466675","-1.4263657331466675","-1.4263657331466675"
"250","-1.3729164600372314","-1.3729164600372314","-1.3729164600372314"
"251","-1.790102481842041","-1.790102481842041","-1.790102481842041"
"252","0.21760708093643188","0.21760708093643188","0.21760708093643188"
"253","-0.9122528433799744","-0.9122528433799744","-0.9122528433799744"
"254","-2.0386276245117188","-2.0386276245117188","-2.0386276245117188"
"255","-0.07382272183895111","-0.07382272183895111","-0.07382272183895111"
"256","-0.396038681268692","-0.396038681268692","-0.396038681268692"
"257","1.812795639038086","1.812795639038086","1.812795639038086"
"258","-1.1480798721313477","-1.1480798721313477","-1.1480798721313477"
"259","0.5002304911613464","0.5002304911613464","0.5002304911613464"
"260","1.3406261205673218","1.3406261205673218","1.3406261205673218"
"261","1.4788200855255127","1.4788200855255127","1.4788200855255127"
"262","-0.902373194694519","-0.902373194694519","-0.902373194694519"
"263","0.001994892954826355","0.001994892954826355","0.001994892954826355"
"264","-2.3176045417785645","-2.3176045417785645","-2.3176045417785645"
"265","0.8795027732849121","0.8795027732849121","0.8795027732849121"
"266","0.5887162089347839","0.5887162089347839","0.5887162089347839"
"267","0.8504804968833923","0.8504804968833923","0.8504804968833923"
"268","-1.1728746891021729","-1.1728746891021729","-1.1728746891021729"
"269","0.611854076385498","0.611854076385498","0.611854076385498"
"270","-0.6602418422698975","-0.6602418422698975","-0.6602418422698975"
"271","-1.1916435956954956","-1.1916435956954956","-1.1916435956954956"
"272","-0.8076278567314148","-0.8076278567314148","-0.8076278567314148"
"273","-1.7059507369995117","-1.7059507369995117","-1.7059507369995117"
"274","0.18292924761772156","0.18292924761772156","0.18292924761772156"
"275","0.3318851888179779","0.3318851888179779","0.3318851888179779"
"276","-0.43831512331962585","-0.43831512331962585","-0.43831512331962585"
"277","-0.9610099792480469","-0.9610099792480469","-0.9610099792480469"
"278","0.8094964623451233","0.8094964623451233","0.8094964623451233"
"279","-0.4230729937553406","-0.4230729937553406","-0.4230729937553406"
"280","-1.4960917234420776","-1.4960917234420776","-1.4960917234420776"
"281","-0.35511553287506104","-0.35511553287506104","-0.35511553287506104"
"282","0.8407583236694336","0.8407583236694336","0.8407583236694336"
"283","-0.14508293569087982","-0.14508293569087982","-0.14508293569087982"
"284","-1.1191253662109375","-1.1191253662109375","-1.1191253662109375"
"285","0.7340844869613647","0.7340844869613647","0.7340844869613647"
"286","0.1645905077457428","0.1645905077457428","0.1645905077457428"
"287","1.304968237876892","1.304968237876892","1.304968237876892"
"288","0.302085280418396","0.302085280418396","0.302085280418396"
"289","0.5012381076812744","0.5012381076812744","0.5012381076812744"
"290","-3.0479936599731445","-3.0479936599731445","-3.0479936599731445"
"291","-0.6746426820755005","-0.6746426820755005","-0.6746426820755005"
"292","-2.2126550674438477","-2.2126550674438477","-2.2126550674438477"
"293","-0.0609094500541687","-0.0609094500541687","-0.0609094500541687"
"294","-2.3700382709503174","-2.3700382709503174","-2.3700382709503174"
"295","1.0014572143554688","1.0014572143554688","1.0014572143554688"
"296","-2.0664689540863037","-2.0664689540863037","-2.0664689540863037"
"297","-1.6430059671401978","-1.6430059671401978","-1.6430059671401978"
"298","-0.6103436946868896","-0.6103436946868896","-0.6103436946868896"
"299","-3.5096395015716553","-3.5096395015716553","-3.5096395015716553"
"300","-0.6530581116676331","-0.6530581116676331","-0.6530581116676331"
"301","-0.7547013163566589","-0.7547013163566589","-0.7547013163566589"
"302","-1.8467893600463867","-1.8467893600463867","-1.8467893600463867"
"303","0.8946548700332642","0.8946548700332642","0.8946548700332642"
"304","-1.7112613916397095","-1.7112613916397095","-1.7112613916397095"
"305","-1.084894061088562","-1.084894061088562","-1.084894061088562"
"306","-1.0479923486709595","-1.0479923486709595","-1.0479923486709595"
"307","-2.3704915046691895","-2.3704915046691895","-2.3704915046691895"
"308","-0.3519587516784668","-0.3519587516784668","-0.3519587516784668"
"309","-0.36796584725379944","-0.36796584725379944","-0.36796584725379944"
"310","-2.9294474124908447","-2.9294474124908447","-2.9294474124908447"
"311","-2.728092908859253","-2.728092908859253","-2.728092908859253"
"312","-1.689454436302185","-1.689454436302185","-1.689454436302185"
"313","-2.241835832595825","-2.241835832595825","-2.241835832595825"
"314","-3.0898187160491943","-3.0898187160491943","-3.0898187160491943"
"315","-0.9883871078491211","-0.9883871078491211","-0.9883871078491211"
"316","-0.25179970264434814","-0.25179970264434814","-0.25179970264434814"
"317","-2.906203508377075","-2.906203508377075","-2.906203508377075"
"318","2.62086820602417","2.62086820602417","2.62086820602417"
"319","-0.48015934228897095","-0.48015934228897095","-0.48015934228897095"
"320","-1.0217734575271606","-1.0217734575271606","-1.0217734575271606"
"321","-0.5632848143577576","-0.5632848143577576","-0.5632848143577576"
"322","-0.4642946720123291","-0.4642946720123291","-0.4642946720123291"
"323","0.11452414095401764","0.11452414095401764","0.11452414095401764"
"324","1.7421257495880127","1.7421257495880127","1.7421257495880127"
"325","-1.1947226524353027","-1.1947226524353027","-1.1947226524353027"
"326","0.07953134179115295","0.07953134179115295","0.07953134179115295"
"327","-0.8410473465919495","-0.8410473465919495","-0.8410473465919495"
"328","-0.767754316329956","-0.767754316329956","-0.767754316329956"
"329","0.8675500154495239","0.8675500154495239","0.8675500154495239"
"330","0.145837664604187","0.145837664604187","0.145837664604187"
"331","0.5358948111534119","0.5358948111534119","0.5358948111534119"
"332","0.31305041909217834","0.31305041909217834","0.31305041909217834"
"333","1.2946524620056152","1.2946524620056152","1.2946524620056152"
"334","-0.5536346435546875","-0.5536346435546875","-0.5536346435546875"
"335","-0.5214201211929321","-0.5214201211929321","-0.5214201211929321"
"336","-0.245515376329422","-0.245515376329422","-0.245515376329422"
"337","0.39269810914993286","0.39269810914993286","0.39269810914993286"
"338","-1.684161901473999","-1.684161901473999","-1.684161901473999"
"339","-1.3502752780914307","-1.3502752780914307","-1.3502752780914307"
"340","-0.025927476584911346","-0.025927476584911346","-0.025927476584911346"
"341","0.5300986170768738","0.5300986170768738","0.5300986170768738"
"342","0.05065290629863739","0.05065290629863739","0.05065290629863739"
"343","0.4889754056930542","0.4889754056930542","0.4889754056930542"
"344","-1.916927695274353","-1.916927695274353","-1.916927695274353"
"345","-0.41677436232566833","-0.41677436232566833","-0.41677436232566833"
"346","-3.344611167907715","-3.344611167907715","-3.344611167907715"
"347","0.23879843950271606","0.23879843950271606","0.23879843950271606"
"348","0.5882086753845215","0.5882086753845215","0.5882086753845215"
"349","-0.9256253838539124","-0.9256253838539124","-0.9256253838539124"
"350","-1.072487473487854","-1.072487473487854","-1.072487473487854"
"351","-0.2537350356578827","-0.2537350356578827","-0.2537350356578827"
"352","1.628335952758789","1.628335952758789","1.628335952758789"
"353","-0.7502545714378357","-0.7502545714378357","-0.7502545714378357"
"354","0.5798697471618652","0.5798697471618652","0.5798697471618652"
"355","0.40347057580947876","0.40347057580947876","0.40347057580947876"
"356","1.005444049835205","1.005444049835205","1.005444049835205"
"357","0.5427024364471436","0.5427024364471436","0.5427024364471436"
"358","2.1669797897338867","2.1669797897338867","2.1669797897338867"
"359","-0.4090317487716675","-0.4090317487716675","-0.4090317487716675"
"360","-1.430294394493103","-1.430294394493103","-1.430294394493103"
"361","0.36592018604278564","0.36592018604278564","0.36592018604278564"
"362","1.3811869621276855","1.3811869621276855","1.3811869621276855"
"363","-0.2696272134780884","-0.2696272134780884","-0.2696272134780884"
"364","-0.21920384466648102","-0.21920384466648102","-0.21920384466648102"
"365","1.0257090330123901","1.0257090330123901","1.0257090330123901"
"366","1.2239028215408325","1.2239028215408325","1.2239028215408325"
"367","-1.8792688846588135","-1.8792688846588135","-1.8792688846588135"
"368","-1.0441218614578247","-1.0441218614578247","-1.0441218614578247"
"369","0.9990721344947815","0.9990721344947815","0.9990721344947815"
"370","0.7329785823822021","0.7329785823822021","0.7329785823822021"
"371","-1.5023751258850098","-1.5023751258850098","-1.5023751258850098"
"372","-0.11216439306735992","-0.11216439306735992","-0.11216439306735992"
"373","1.946366548538208","1.946366548538208","1.946366548538208"
"374","-1.8407148122787476","-1.8407148122787476","-1.8407148122787476"
"375","0.7670173645019531","0.7670173645019531","0.7670173645019531"
"376","-0.9489890336990356","-0.9489890336990356","-0.9489890336990356"
"377","0.21836797893047333","0.21836797893047333","0.21836797893047333"
"378","-0.49340102076530457","-0.49340102076530457","-0.49340102076530457"
"379","-0.41146203875541687","-0.41146203875541687","-0.41146203875541687"
"380","0.6737834811210632","0.6737834811210632","0.6737834811210632"
"381","-0.9320153594017029","-0.9320153594017029","-0.9320153594017029"
"382","0.4871843159198761","0.4871843159198761","0.4871843159198761"
"383","1.0983517169952393","1.0983517169952393","1.0983517169952393"
"384","0.702164351940155","0.702164351940155","0.702164351940155"
"385","0.45200735330581665","0.45200735330581665","0.45200735330581665"
"386","-0.5298218131065369","-0.5298218131065369","-0.5298218131065369"
"387","-0.006318643689155579","-0.006318643689155579","-0.006318643689155579"
"388","-2.4841761589050293","-2.4841761589050293","-2.4841761589050293"
"389","0.83275306224823","0.83275306224823","0.83275306224823"
"390","0.701171875","0.701171875","0.701171875"
"391","-1.7262604236602783","-1.7262604236602783","-1.7262604236602783"
"392","-1.4443070888519287","-1.4443070888519287","-1.4443070888519287"
"393","1.4074417352676392","1.4074417352676392","1.4074417352676392"
"394","-0.3015039563179016","-0.3015039563179016","-0.3015039563179016"
"395","0.20673295855522156","0.20673295855522156","0.20673295855522156"
"396","0.8599973917007446","0.8599973917007446","0.8599973917007446"
"397","-0.512518584728241","-0.512518584728241","-0.512518584728241"
"398","1.9060776233673096","1.9060776233673096","1.9060776233673096"
"399","0.9808112978935242","0.9808112978935242","0.9808112978935242"
"400","-0.6184519529342651","-0.6184519529342651","-0.6184519529342651"
"401","-0.09769193083047867","-0.09769193083047867","-0.09769193083047867"
"402","1.244946002960205","1.244946002960205","1.244946002960205"
"403","1.232541561126709","1.232541561126709","1.232541561126709"
"404","-0.8482911586761475","-0.8482911586761475","-0.8482911586761475"
"405","0.09862590581178665","0.09862590581178665","0.09862590581178665"
"406","0.11603012681007385","0.11603012681007385","0.11603012681007385"
"407","1.3227437734603882","1.3227437734603882","1.3227437734603882"
"408","1.2147470712661743","1.2147470712661743","1.2147470712661743"
"409","0.455966055393219","0.455966055393219","0.455966055393219"
"410","0.06378130614757538","0.06378130614757538","0.06378130614757538"
"411","0.19710007309913635","0.19710007309913635","0.19710007309913635"
"412","-0.8211605548858643","-0.8211605548858643","-0.8211605548858643"
"413","-0.5932395458221436","-0.5932395458221436","-0.5932395458221436"
"414","0.30118197202682495","0.30118197202682495","0.30118197202682495"
"415","-0.01681865006685257","-0.01681865006685257","-0.01681865006685257"
"416","0.1060379147529602","0.1060379147529602","0.1060379147529602"
"417","0.9440737962722778","0.9440737962722778","0.9440737962722778"
"418","0.1976444125175476","0.1976444125175476","0.1976444125175476"
"419","-1.9024629592895508","-1.9024629592895508","-1.9024629592895508"
"420","-0.22761276364326477","-0.22761276364326477","-0.22761276364326477"
"421","0.8569652438163757","0.8569652438163757","0.8569652438163757"
"422","-2.224214553833008","-2.224214553833008","-2.224214553833008"
"423","0.6564171314239502","0.6564171314239502","0.6564171314239502"
"424","0.08542916178703308","0.08542916178703308","0.08542916178703308"
"425","0.102017343044281","0.102017343044281","0.102017343044281"
"426","0.7304873466491699","0.7304873466491699","0.7304873466491699"
"427","-0.41894495487213135","-0.41894495487213135","-0.41894495487213135"
"428","-0.16026601195335388","-0.16026601195335388","-0.16026601195335388"
