"Step","greedy - price","greedy - price__MIN","greedy - price__MAX"
"93","0.2748169135375662","0.2748169135375662","0.2748169135375662"
"94","0.2846425558488546","0.2846425558488546","0.2846425558488546"
"95","0.3439843012375253","0.3439843012375253","0.3439843012375253"
"96","0.24773953600253865","0.24773953600253865","0.24773953600253865"
"97","0.2893532814284096","0.2893532814284096","0.2893532814284096"
"98","0.24079050565510732","0.24079050565510732","0.24079050565510732"
"99","0.15390854346230845","0.15390854346230845","0.15390854346230845"
"100","0.3263637391217345","0.3263637391217345","0.3263637391217345"
"101","0.22184235911138755","0.22184235911138755","0.22184235911138755"
"102","0.3396589233829578","0.3396589233829578","0.3396589233829578"
"103","0.28624133270210644","0.28624133270210644","0.28624133270210644"
"104","0.2783801252039175","0.2783801252039175","0.2783801252039175"
"105","0.2562106865482595","0.2562106865482595","0.2562106865482595"
"106","0.2752811045522836","0.2752811045522836","0.2752811045522836"
"107","0.23103247162150786","0.23103247162150786","0.23103247162150786"
"108","0.3092682122442243","0.3092682122442243","0.3092682122442243"
"109","0.23578698178604265","0.23578698178604265","0.23578698178604265"
"110","0.3242408556846274","0.3242408556846274","0.3242408556846274"
"111","0.22106005965230788","0.22106005965230788","0.22106005965230788"
"112","0.2921989146423148","0.2921989146423148","0.2921989146423148"
"113","0.32847006397111866","0.32847006397111866","0.32847006397111866"
"114","0.24213121042361338","0.24213121042361338","0.24213121042361338"
"115","0.3096890789909551","0.3096890789909551","0.3096890789909551"
"116","0.2871565187910363","0.2871565187910363","0.2871565187910363"
"117","0.31448201325275715","0.31448201325275715","0.31448201325275715"
"118","0.32487514492026476","0.32487514492026476","0.32487514492026476"
"119","0.27303394259175034","0.27303394259175034","0.27303394259175034"
"120","0.27223898641709043","0.27223898641709043","0.27223898641709043"
"121","0.2418527769633437","0.2418527769633437","0.2418527769633437"
"122","0.2924912875396439","0.2924912875396439","0.2924912875396439"
"123","0.34979620402073425","0.34979620402073425","0.34979620402073425"
"124","0.3458597319203047","0.3458597319203047","0.3458597319203047"
"125","0.31272187809245666","0.31272187809245666","0.31272187809245666"
"126","0.38611988195815883","0.38611988195815883","0.38611988195815883"
"127","0.23724988381327664","0.23724988381327664","0.23724988381327664"
"128","0.22505457927721526","0.22505457927721526","0.22505457927721526"
"129","0.21831387611612477","0.21831387611612477","0.21831387611612477"
"130","0.2363362688087827","0.2363362688087827","0.2363362688087827"
"131","0.31935656741178675","0.31935656741178675","0.31935656741178675"
"132","0.2587031532757873","0.2587031532757873","0.2587031532757873"
"133","0.31516934892652687","0.31516934892652687","0.31516934892652687"
"134","0.30957333539500254","0.30957333539500254","0.30957333539500254"
"135","0.2843220826781215","0.2843220826781215","0.2843220826781215"
"136","0.3134478648947237","0.3134478648947237","0.3134478648947237"
"137","0.30208743038530034","0.30208743038530034","0.30208743038530034"
"138","0.2730284890668426","0.2730284890668426","0.2730284890668426"
"139","0.2752500234002079","0.2752500234002079","0.2752500234002079"
"140","0.219592031919301","0.219592031919301","0.219592031919301"
"141","0.35051752997546703","0.35051752997546703","0.35051752997546703"
"142","0.19507982185543157","0.19507982185543157","0.19507982185543157"
"143","0.2851317910944466","0.2851317910944466","0.2851317910944466"
"144","0.2521815844592301","0.2521815844592301","0.2521815844592301"
"145","0.28974416868197367","0.28974416868197367","0.28974416868197367"
"146","0.3194479650238554","0.3194479650238554","0.3194479650238554"
"147","0.2716110527733231","0.2716110527733231","0.2716110527733231"
"148","0.3177810682473646","0.3177810682473646","0.3177810682473646"
"149","0.361737227889025","0.361737227889025","0.361737227889025"
"150","0.23253733962655804","0.23253733962655804","0.23253733962655804"
"151","0.22579556199981854","0.22579556199981854","0.22579556199981854"
"152","0.2804166940439104","0.2804166940439104","0.2804166940439104"
"153","0.21339393307542173","0.21339393307542173","0.21339393307542173"
"154","0.2570568377369408","0.2570568377369408","0.2570568377369408"
"155","0.29836683854268825","0.29836683854268825","0.29836683854268825"
"156","0.36301684860652983","0.36301684860652983","0.36301684860652983"
"157","0.3034347641991932","0.3034347641991932","0.3034347641991932"
"158","0.2504925894517265","0.2504925894517265","0.2504925894517265"
"159","0.32992279634071364","0.32992279634071364","0.32992279634071364"
"160","0.253787842195311","0.253787842195311","0.253787842195311"
"161","0.22611928654298208","0.22611928654298208","0.22611928654298208"
"162","0.18762897790876926","0.18762897790876926","0.18762897790876926"
"163","0.16945216735490568","0.16945216735490568","0.16945216735490568"
"164","0.257662486389454","0.257662486389454","0.257662486389454"
"165","0.36939223788164854","0.36939223788164854","0.36939223788164854"
"166","0.3284608232019701","0.3284608232019701","0.3284608232019701"
"167","0.2867620261497423","0.2867620261497423","0.2867620261497423"
"168","0.2870532272167614","0.2870532272167614","0.2870532272167614"
"169","0.19403539519416618","0.19403539519416618","0.19403539519416618"
"170","0.403742965560762","0.403742965560762","0.403742965560762"
"171","0.29225188164508203","0.29225188164508203","0.29225188164508203"
"172","0.32601020469095776","0.32601020469095776","0.32601020469095776"
"173","0.32678458326803994","0.32678458326803994","0.32678458326803994"
"174","0.33843084870560475","0.33843084870560475","0.33843084870560475"
"175","0.25665102645415244","0.25665102645415244","0.25665102645415244"
"176","0.32181532560451565","0.32181532560451565","0.32181532560451565"
"177","0.35110309479487645","0.35110309479487645","0.35110309479487645"
"178","0.3844469407681858","0.3844469407681858","0.3844469407681858"
"179","0.253162373898073","0.253162373898073","0.253162373898073"
"180","0.3128561231813603","0.3128561231813603","0.3128561231813603"
"181","0.15296225703240188","0.15296225703240188","0.15296225703240188"
"182","0.2372928869634015","0.2372928869634015","0.2372928869634015"
"183","0.2290074622856793","0.2290074622856793","0.2290074622856793"
"184","0.18005437763305007","0.18005437763305007","0.18005437763305007"
"185","0.3158447068226328","0.3158447068226328","0.3158447068226328"
"186","0.3356547622921291","0.3356547622921291","0.3356547622921291"
"187","0.3598616054522035","0.3598616054522035","0.3598616054522035"
"188","0.29299280245322684","0.29299280245322684","0.29299280245322684"
"189","0.3375699783790595","0.3375699783790595","0.3375699783790595"
"190","0.27961339279797054","0.27961339279797054","0.27961339279797054"
"191","0.269997531083386","0.269997531083386","0.269997531083386"
"192","0.37097943160462377","0.37097943160462377","0.37097943160462377"
"193","0.24107056129225488","0.24107056129225488","0.24107056129225488"
"194","0.32199612080544815","0.32199612080544815","0.32199612080544815"
"195","0.29895293948706936","0.29895293948706936","0.29895293948706936"
"196","0.2524831537084636","0.2524831537084636","0.2524831537084636"
"197","0.2550639620579498","0.2550639620579498","0.2550639620579498"
"198","0.31807238129328474","0.31807238129328474","0.31807238129328474"
"199","0.4233867216979772","0.4233867216979772","0.4233867216979772"
