"Step","1 new - price","1 new - price__MIN","1 new - price__MAX"
"33","0.1335809210551313","0.1335809210551313","0.1335809210551313"
"34","0.2240939240516902","0.2240939240516902","0.2240939240516902"
"35","0.15745854679097426","0.15745854679097426","0.15745854679097426"
"36","0.13375761137911346","0.13375761137911346","0.13375761137911346"
"37","0.1358696257933652","0.1358696257933652","0.1358696257933652"
"38","0.14964406651708548","0.14964406651708548","0.14964406651708548"
"39","0.12794879523954863","0.12794879523954863","0.12794879523954863"
"40","0.12356019106879279","0.12356019106879279","0.12356019106879279"
"41","0.1676269445055548","0.1676269445055548","0.1676269445055548"
"42","0.13306471884914187","0.13306471884914187","0.13306471884914187"
"43","0.12346488298401968","0.12346488298401968","0.12346488298401968"
"44","0.08322563474543164","0.08322563474543164","0.08322563474543164"
"45","0.12373608438941247","0.12373608438941247","0.12373608438941247"
"46","0.1246464299200071","0.1246464299200071","0.1246464299200071"
"47","0.09409073603680854","0.09409073603680854","0.09409073603680854"
"48","0.12278165610860102","0.12278165610860102","0.12278165610860102"
"49","0.12287343631664908","0.12287343631664908","0.12287343631664908"
"50","0.14709334268093538","0.14709334268093538","0.14709334268093538"
"51","0.13995740729586748","0.13995740729586748","0.13995740729586748"
"52","0.16635711254230812","0.16635711254230812","0.16635711254230812"
"53","0.20452264796233935","0.20452264796233935","0.20452264796233935"
"54","0.15050450512936506","0.15050450512936506","0.15050450512936506"
"55","0.2020576630062036","0.2020576630062036","0.2020576630062036"
"56","0.18459419558647397","0.18459419558647397","0.18459419558647397"
"57","0.2154607601077321","0.2154607601077321","0.2154607601077321"
"58","0.18345774205476365","0.18345774205476365","0.18345774205476365"
"59","0.13010076356859923","0.13010076356859923","0.13010076356859923"
"60","0.16135590870439523","0.16135590870439523","0.16135590870439523"
"61","0.15540811042169045","0.15540811042169045","0.15540811042169045"
"62","0.17387898478153688","0.17387898478153688","0.17387898478153688"
"63","0.14817378116973406","0.14817378116973406","0.14817378116973406"
"64","0.14585025099568463","0.14585025099568463","0.14585025099568463"
"65","0.1668459762152104","0.1668459762152104","0.1668459762152104"
"66","0.18111708970486962","0.18111708970486962","0.18111708970486962"
"67","0.20916438276012106","0.20916438276012106","0.20916438276012106"
"68","0.18921044940653314","0.18921044940653314","0.18921044940653314"
"69","0.12970651976402586","0.12970651976402586","0.12970651976402586"
"70","0.15855078895647243","0.15855078895647243","0.15855078895647243"
"71","0.20778669581100348","0.20778669581100348","0.20778669581100348"
"72","0.17745874646379647","0.17745874646379647","0.17745874646379647"
"73","0.14664987789914113","0.14664987789914113","0.14664987789914113"
"74","0.16600928886566385","0.16600928886566385","0.16600928886566385"
"75","0.12361973383526267","0.12361973383526267","0.12361973383526267"
"76","0.1303738363897805","0.1303738363897805","0.1303738363897805"
"77","0.14963847354182438","0.14963847354182438","0.14963847354182438"
"78","0.12579456849932286","0.12579456849932286","0.12579456849932286"
"79","0.12860035388987884","0.12860035388987884","0.12860035388987884"
"80","0.13307740585999037","0.13307740585999037","0.13307740585999037"
"81","0.12886766085005327","0.12886766085005327","0.12886766085005327"
"82","0.15355969508943085","0.15355969508943085","0.15355969508943085"
"83","0.1528165307875894","0.1528165307875894","0.1528165307875894"
"84","0.19275234351268591","0.19275234351268591","0.19275234351268591"
"85","0.14355584318191772","0.14355584318191772","0.14355584318191772"
"86","0.12243796931131777","0.12243796931131777","0.12243796931131777"
"87","0.1421037916688109","0.1421037916688109","0.1421037916688109"
"88","0.1459474600157734","0.1459474600157734","0.1459474600157734"
"89","0.10955453880065823","0.10955453880065823","0.10955453880065823"
"90","0.11947057930013845","0.11947057930013845","0.11947057930013845"
"91","0.13251823856777742","0.13251823856777742","0.13251823856777742"
"92","0.1402436207287211","0.1402436207287211","0.1402436207287211"
"93","0.1160593545469226","0.1160593545469226","0.1160593545469226"
"94","0.11645583811078636","0.11645583811078636","0.11645583811078636"
"95","0.1477579156528389","0.1477579156528389","0.1477579156528389"
"96","0.1532794846277276","0.1532794846277276","0.1532794846277276"
"97","0.1532121308940424","0.1532121308940424","0.1532121308940424"
"98","0.15102034287547597","0.15102034287547597","0.15102034287547597"
"99","0.1874191639529388","0.1874191639529388","0.1874191639529388"
"100","0.13826581170010352","0.13826581170010352","0.13826581170010352"
"101","0.1405999897512716","0.1405999897512716","0.1405999897512716"
"102","0.14663882814184556","0.14663882814184556","0.14663882814184556"
"103","0.11947009779767179","0.11947009779767179","0.11947009779767179"
"104","0.13631218398122838","0.13631218398122838","0.13631218398122838"
"105","0.125325215212219","0.125325215212219","0.125325215212219"
"106","0.14146213978202643","0.14146213978202643","0.14146213978202643"
"107","0.12823432405415564","0.12823432405415564","0.12823432405415564"
"108","0.14123256041014667","0.14123256041014667","0.14123256041014667"
"109","0.13417343969798645","0.13417343969798645","0.13417343969798645"
"110","0.14681557273064158","0.14681557273064158","0.14681557273064158"
"111","0.12644911126388525","0.12644911126388525","0.12644911126388525"
"112","0.15361095209684922","0.15361095209684922","0.15361095209684922"
"113","0.126741685441236","0.126741685441236","0.126741685441236"
"114","0.1312882322487329","0.1312882322487329","0.1312882322487329"
"115","0.1324765326846311","0.1324765326846311","0.1324765326846311"
"116","0.1339381862830136","0.1339381862830136","0.1339381862830136"
"117","0.1481160739301062","0.1481160739301062","0.1481160739301062"
"118","0.14565138730234756","0.14565138730234756","0.14565138730234756"
"119","0.1384820706084198","0.1384820706084198","0.1384820706084198"
"120","0.14155510675788252","0.14155510675788252","0.14155510675788252"
"121","0.15181859249223062","0.15181859249223062","0.15181859249223062"
"122","0.20968204975705185","0.20968204975705185","0.20968204975705185"
"123","0.16216091484113904","0.16216091484113904","0.16216091484113904"
"124","0.20317574534964236","0.20317574534964236","0.20317574534964236"
"125","0.17655881513439084","0.17655881513439084","0.17655881513439084"
"126","0.20045225313913959","0.20045225313913959","0.20045225313913959"
"127","0.1657570572679137","0.1657570572679137","0.1657570572679137"
"128","0.21150802708396998","0.21150802708396998","0.21150802708396998"
"129","0.16829786974560876","0.16829786974560876","0.16829786974560876"
"130","0.18791719133440107","0.18791719133440107","0.18791719133440107"
"131","0.17921110016827244","0.17921110016827244","0.17921110016827244"
"132","0.16300477353107648","0.16300477353107648","0.16300477353107648"
"133","0.19000348923114402","0.19000348923114402","0.19000348923114402"
"134","0.16842601662835227","0.16842601662835227","0.16842601662835227"
"135","0.16461717822707192","0.16461717822707192","0.16461717822707192"
"136","0.20078609166723801","0.20078609166723801","0.20078609166723801"
"137","0.18733349330094115","0.18733349330094115","0.18733349330094115"
"138","0.1638650012496813","0.1638650012496813","0.1638650012496813"
"139","0.2088326110180425","0.2088326110180425","0.2088326110180425"
"140","0.1762614202183075","0.1762614202183075","0.1762614202183075"
"141","0.1523381957743671","0.1523381957743671","0.1523381957743671"
"142","0.14518446979649974","0.14518446979649974","0.14518446979649974"
"143","0.17576216870201447","0.17576216870201447","0.17576216870201447"
"144","0.14924462820798182","0.14924462820798182","0.14924462820798182"
"145","0.1767194061287544","0.1767194061287544","0.1767194061287544"
"146","0.1657053820371204","0.1657053820371204","0.1657053820371204"
"147","0.16523580092201565","0.16523580092201565","0.16523580092201565"
"148","0.1517877747611824","0.1517877747611824","0.1517877747611824"
"149","0.1929521378302199","0.1929521378302199","0.1929521378302199"
"150","0.15310116343415905","0.15310116343415905","0.15310116343415905"
"151","0.17970947561871586","0.17970947561871586","0.17970947561871586"
"152","0.17295899724610705","0.17295899724610705","0.17295899724610705"
"153","0.1787514122515645","0.1787514122515645","0.1787514122515645"
"154","0.1672135430434889","0.1672135430434889","0.1672135430434889"
"155","0.19194929966034685","0.19194929966034685","0.19194929966034685"
"156","0.18520128207618938","0.18520128207618938","0.18520128207618938"
"157","0.1954036107959745","0.1954036107959745","0.1954036107959745"
"158","0.18689847513603808","0.18689847513603808","0.18689847513603808"
"159","0.2255912400773807","0.2255912400773807","0.2255912400773807"
"160","0.1926336313841525","0.1926336313841525","0.1926336313841525"
"161","0.2163792457841997","0.2163792457841997","0.2163792457841997"
"162","0.19797934428237798","0.19797934428237798","0.19797934428237798"
"163","0.1590532678898325","0.1590532678898325","0.1590532678898325"
"164","0.18422801186932142","0.18422801186932142","0.18422801186932142"
"165","0.19258273699031564","0.19258273699031564","0.19258273699031564"
"166","0.18719118607904267","0.18719118607904267","0.18719118607904267"
"167","0.1661834664876528","0.1661834664876528","0.1661834664876528"
"168","0.1651778053464191","0.1651778053464191","0.1651778053464191"
"169","0.1758384256842383","0.1758384256842383","0.1758384256842383"
"170","0.18616684085335464","0.18616684085335464","0.18616684085335464"
"171","0.19683633780306703","0.19683633780306703","0.19683633780306703"
"172","0.20487609884637367","0.20487609884637367","0.20487609884637367"
"173","0.17702746556566035","0.17702746556566035","0.17702746556566035"
"174","0.1524745107013081","0.1524745107013081","0.1524745107013081"
"175","0.17609299835560496","0.17609299835560496","0.17609299835560496"
"176","0.16769757213996883","0.16769757213996883","0.16769757213996883"
"177","0.19626950946522462","0.19626950946522462","0.19626950946522462"
"178","0.178854757129762","0.178854757129762","0.178854757129762"
"179","0.18128506516210544","0.18128506516210544","0.18128506516210544"
"180","0.23974503743870917","0.23974503743870917","0.23974503743870917"
"181","0.16639545666609226","0.16639545666609226","0.16639545666609226"
"182","0.186467881910294","0.186467881910294","0.186467881910294"
"183","0.18324372811014378","0.18324372811014378","0.18324372811014378"
"184","0.19356902745992108","0.19356902745992108","0.19356902745992108"
"185","0.15107116411113927","0.15107116411113927","0.15107116411113927"
"186","0.18616476406757637","0.18616476406757637","0.18616476406757637"
"187","0.18344004106800443","0.18344004106800443","0.18344004106800443"
"188","0.1893978993715139","0.1893978993715139","0.1893978993715139"
"189","0.17089112007643775","0.17089112007643775","0.17089112007643775"
"190","0.1899040231144037","0.1899040231144037","0.1899040231144037"
"191","0.20869938780968292","0.20869938780968292","0.20869938780968292"
"192","0.20633565993722605","0.20633565993722605","0.20633565993722605"
"193","0.16940495698091312","0.16940495698091312","0.16940495698091312"
"194","0.19044846850118521","0.19044846850118521","0.19044846850118521"
"195","0.17195128178890345","0.17195128178890345","0.17195128178890345"
"196","0.12904140775243553","0.12904140775243553","0.12904140775243553"
"197","0.22236560171105943","0.22236560171105943","0.22236560171105943"
"198","0.21026161102846155","0.21026161102846155","0.21026161102846155"
"199","0.1664153900463826","0.1664153900463826","0.1664153900463826"
