"Step","1 - price","1 - price__MIN","1 - price__MAX"
"64","0.2619461639719517","0.2619461639719517","0.2619461639719517"
"65","0.24612049592963442","0.24612049592963442","0.24612049592963442"
"66","0.22435290424487128","0.22435290424487128","0.22435290424487128"
"67","0.2653225503119938","0.2653225503119938","0.2653225503119938"
"68","0.23622544442012472","0.23622544442012472","0.23622544442012472"
"69","0.2917181785557396","0.2917181785557396","0.2917181785557396"
"70","0.30051142583396606","0.30051142583396606","0.30051142583396606"
"71","0.269470109603048","0.269470109603048","0.269470109603048"
"72","0.30009151514041554","0.30009151514041554","0.30009151514041554"
"73","0.25568714190442043","0.25568714190442043","0.25568714190442043"
"74","0.29326193862631067","0.29326193862631067","0.29326193862631067"
"75","0.2527427879422298","0.2527427879422298","0.2527427879422298"
"76","0.24976245347865025","0.24976245347865025","0.24976245347865025"
"77","0.293452520647805","0.293452520647805","0.293452520647805"
"78","0.2942436173790859","0.2942436173790859","0.2942436173790859"
"79","0.23528835372102186","0.23528835372102186","0.23528835372102186"
"80","0.2653634083493174","0.2653634083493174","0.2653634083493174"
"81","0.21717433723829963","0.21717433723829963","0.21717433723829963"
"82","0.2574562816160911","0.2574562816160911","0.2574562816160911"
"83","0.31769516234208856","0.31769516234208856","0.31769516234208856"
"84","0.24165685002610782","0.24165685002610782","0.24165685002610782"
"85","0.29827249314331866","0.29827249314331866","0.29827249314331866"
"86","0.28532191921648686","0.28532191921648686","0.28532191921648686"
"87","0.3105999539011641","0.3105999539011641","0.3105999539011641"
"88","0.2788606410990023","0.2788606410990023","0.2788606410990023"
"89","0.3175826328755733","0.3175826328755733","0.3175826328755733"
"90","0.2785175908998926","0.2785175908998926","0.2785175908998926"
"91","0.3552442501431812","0.3552442501431812","0.3552442501431812"
"92","0.3300623162085279","0.3300623162085279","0.3300623162085279"
"93","0.36459841508146373","0.36459841508146373","0.36459841508146373"
"94","0.3276355959918812","0.3276355959918812","0.3276355959918812"
"95","0.37409034271759345","0.37409034271759345","0.37409034271759345"
"96","0.35401194884390785","0.35401194884390785","0.35401194884390785"
"97","0.3086689529868703","0.3086689529868703","0.3086689529868703"
"98","0.35853339269436296","0.35853339269436296","0.35853339269436296"
"99","0.33959936637293925","0.33959936637293925","0.33959936637293925"
"100","0.34255628939832283","0.34255628939832283","0.34255628939832283"
"101","0.32456088567613955","0.32456088567613955","0.32456088567613955"
"102","0.32523293019568666","0.32523293019568666","0.32523293019568666"
"103","0.3117728927646586","0.3117728927646586","0.3117728927646586"
"104","0.320681317994363","0.320681317994363","0.320681317994363"
"105","0.2912703757691158","0.2912703757691158","0.2912703757691158"
"106","0.34212080431943886","0.34212080431943886","0.34212080431943886"
"107","0.2693021860892036","0.2693021860892036","0.2693021860892036"
"108","0.30911903923682166","0.30911903923682166","0.30911903923682166"
"109","0.26957308359992355","0.26957308359992355","0.26957308359992355"
"110","0.2847516782177064","0.2847516782177064","0.2847516782177064"
"111","0.27742491634571653","0.27742491634571653","0.27742491634571653"
"112","0.2823988603697654","0.2823988603697654","0.2823988603697654"
"113","0.3250760189783859","0.3250760189783859","0.3250760189783859"
"114","0.2527970004074705","0.2527970004074705","0.2527970004074705"
"115","0.3348943564242008","0.3348943564242008","0.3348943564242008"
"116","0.2987759950435757","0.2987759950435757","0.2987759950435757"
"117","0.29280946323932056","0.29280946323932056","0.29280946323932056"
"118","0.3351773075208618","0.3351773075208618","0.3351773075208618"
"119","0.3007654298253816","0.3007654298253816","0.3007654298253816"
"120","0.27913265379203045","0.27913265379203045","0.27913265379203045"
"121","0.2785309813779905","0.2785309813779905","0.2785309813779905"
"122","0.23709028065101803","0.23709028065101803","0.23709028065101803"
"123","0.27628963696259956","0.27628963696259956","0.27628963696259956"
"124","0.23741611387060219","0.23741611387060219","0.23741611387060219"
"125","0.2285637774130167","0.2285637774130167","0.2285637774130167"
"126","0.24064967466631132","0.24064967466631132","0.24064967466631132"
"127","0.2881905696511561","0.2881905696511561","0.2881905696511561"
"128","0.27288079173763224","0.27288079173763224","0.27288079173763224"
"129","0.2587274292421168","0.2587274292421168","0.2587274292421168"
"130","0.2831882508785584","0.2831882508785584","0.2831882508785584"
"131","0.3077251221623472","0.3077251221623472","0.3077251221623472"
"132","0.259783729399839","0.259783729399839","0.259783729399839"
"133","0.3084336001485368","0.3084336001485368","0.3084336001485368"
"134","0.320070800774778","0.320070800774778","0.320070800774778"
"135","0.30401664888541724","0.30401664888541724","0.30401664888541724"
"136","0.26864258351457043","0.26864258351457043","0.26864258351457043"
"137","0.31952267564846526","0.31952267564846526","0.31952267564846526"
"138","0.2744635698446924","0.2744635698446924","0.2744635698446924"
"139","0.2657763216640988","0.2657763216640988","0.2657763216640988"
"140","0.34938026662748206","0.34938026662748206","0.34938026662748206"
"141","0.33071706059576605","0.33071706059576605","0.33071706059576605"
"142","0.28983273056145076","0.28983273056145076","0.28983273056145076"
"143","0.3281556826412334","0.3281556826412334","0.3281556826412334"
"144","0.2876888415799736","0.2876888415799736","0.2876888415799736"
"145","0.2866474328948823","0.2866474328948823","0.2866474328948823"
"146","0.3171725257237269","0.3171725257237269","0.3171725257237269"
"147","0.33016872784472","0.33016872784472","0.33016872784472"
"148","0.30105102129624023","0.30105102129624023","0.30105102129624023"
"149","0.2827506080277843","0.2827506080277843","0.2827506080277843"
"150","0.3212993417384383","0.3212993417384383","0.3212993417384383"
"151","0.2919334679169713","0.2919334679169713","0.2919334679169713"
"152","0.2841260732720247","0.2841260732720247","0.2841260732720247"
"153","0.29899569494313527","0.29899569494313527","0.29899569494313527"
"154","0.3194503472903051","0.3194503472903051","0.3194503472903051"
"155","0.31731402712350093","0.31731402712350093","0.31731402712350093"
"156","0.3300324645267402","0.3300324645267402","0.3300324645267402"
"157","0.3604629045796127","0.3604629045796127","0.3604629045796127"
"158","0.28436167089479925","0.28436167089479925","0.28436167089479925"
"159","0.26676164002560826","0.26676164002560826","0.26676164002560826"
"160","0.23895660966642823","0.23895660966642823","0.23895660966642823"
"161","0.2711956907592906","0.2711956907592906","0.2711956907592906"
"162","0.2786570756068069","0.2786570756068069","0.2786570756068069"
"163","0.25268028631277617","0.25268028631277617","0.25268028631277617"
"164","0.2835456979233443","0.2835456979233443","0.2835456979233443"
"165","0.29594147829983647","0.29594147829983647","0.29594147829983647"
"166","0.3136634482643014","0.3136634482643014","0.3136634482643014"
"167","0.3306793707453914","0.3306793707453914","0.3306793707453914"
"168","0.33645942207954493","0.33645942207954493","0.33645942207954493"
"169","0.33996127282983285","0.33996127282983285","0.33996127282983285"
"170","0.3214672666359591","0.3214672666359591","0.3214672666359591"
"171","0.28475015679765514","0.28475015679765514","0.28475015679765514"
"172","0.32224502983480446","0.32224502983480446","0.32224502983480446"
"173","0.34246565459739503","0.34246565459739503","0.34246565459739503"
"174","0.3379924711076531","0.3379924711076531","0.3379924711076531"
"175","0.3061559999581687","0.3061559999581687","0.3061559999581687"
"176","0.346495262635439","0.346495262635439","0.346495262635439"
"177","0.32373199389962287","0.32373199389962287","0.32373199389962287"
"178","0.293170181300078","0.293170181300078","0.293170181300078"
"179","0.32867061009827936","0.32867061009827936","0.32867061009827936"
"180","0.295237181238126","0.295237181238126","0.295237181238126"
"181","0.3116753662158496","0.3116753662158496","0.3116753662158496"
"182","0.3032849465627449","0.3032849465627449","0.3032849465627449"
"183","0.3356624373744454","0.3356624373744454","0.3356624373744454"
"184","0.27777505215256254","0.27777505215256254","0.27777505215256254"
"185","0.3099952373746906","0.3099952373746906","0.3099952373746906"
"186","0.30716883323032756","0.30716883323032756","0.30716883323032756"
"187","0.30744801915365905","0.30744801915365905","0.30744801915365905"
"188","0.34333436560690855","0.34333436560690855","0.34333436560690855"
"189","0.3523308757920435","0.3523308757920435","0.3523308757920435"
"190","0.3116429288120996","0.3116429288120996","0.3116429288120996"
"191","0.34034142835815145","0.34034142835815145","0.34034142835815145"
"192","0.3093479406415599","0.3093479406415599","0.3093479406415599"
"193","0.3022071710796419","0.3022071710796419","0.3022071710796419"
"194","0.33744020601125907","0.33744020601125907","0.33744020601125907"
"195","0.3213638329514758","0.3213638329514758","0.3213638329514758"
"196","0.2786058394461742","0.2786058394461742","0.2786058394461742"
"197","0.33020358115993653","0.33020358115993653","0.33020358115993653"
"198","0.3451690637196046","0.3451690637196046","0.3451690637196046"
"199","0.38105668335422255","0.38105668335422255","0.38105668335422255"
