"Step","0 - price","0 - price__MIN","0 - price__MAX"
"0","0.4257678093447952","0.4257678093447952","0.4257678093447952"
"1","0.3272648903677818","0.3272648903677818","0.3272648903677818"
"2","0.2965873686924755","0.2965873686924755","0.2965873686924755"
"3","0.3486820717727607","0.3486820717727607","0.3486820717727607"
"4","0.2826222267167468","0.2826222267167468","0.2826222267167468"
"5","0.2510583318111401","0.2510583318111401","0.2510583318111401"
"6","0.30484085743639444","0.30484085743639444","0.30484085743639444"
"7","0.35996528292867097","0.35996528292867097","0.35996528292867097"
"8","0.29992496247865774","0.29992496247865774","0.29992496247865774"
"9","0.3099472384961433","0.3099472384961433","0.3099472384961433"
"10","0.275253999027283","0.275253999027283","0.275253999027283"
"11","0.2901275234449026","0.2901275234449026","0.2901275234449026"
"12","0.2991444144436917","0.2991444144436917","0.2991444144436917"
"13","0.23086563084906714","0.23086563084906714","0.23086563084906714"
"14","0.2958709202478148","0.2958709202478148","0.2958709202478148"
"15","0.2702277452468478","0.2702277452468478","0.2702277452468478"
"16","0.23746028554056034","0.23746028554056034","0.23746028554056034"
"17","0.3035028389967531","0.3035028389967531","0.3035028389967531"
"18","0.22023670374057877","0.22023670374057877","0.22023670374057877"
"19","0.2528901468607208","0.2528901468607208","0.2528901468607208"
"20","0.2802669555403504","0.2802669555403504","0.2802669555403504"
"21","0.2429600226482786","0.2429600226482786","0.2429600226482786"
"22","0.2842055777334143","0.2842055777334143","0.2842055777334143"
"23","0.2692330025091513","0.2692330025091513","0.2692330025091513"
"24","0.256183463670783","0.256183463670783","0.256183463670783"
"25","0.2804255668023469","0.2804255668023469","0.2804255668023469"
"26","0.22023199892467116","0.22023199892467116","0.22023199892467116"
"27","0.24203699936085585","0.24203699936085585","0.24203699936085585"
"28","0.27529474494947637","0.27529474494947637","0.27529474494947637"
"29","0.2264676228275585","0.2264676228275585","0.2264676228275585"
"30","0.26881366184220995","0.26881366184220995","0.26881366184220995"
"31","0.24592517811430706","0.24592517811430706","0.24592517811430706"
"32","0.2805424344642338","0.2805424344642338","0.2805424344642338"
"33","0.2865853927954733","0.2865853927954733","0.2865853927954733"
"34","0.26391774785088373","0.26391774785088373","0.26391774785088373"
"35","0.23853494419403795","0.23853494419403795","0.23853494419403795"
"36","0.20647259354697686","0.20647259354697686","0.20647259354697686"
"37","0.18930772093072523","0.18930772093072523","0.18930772093072523"
"38","0.19572123989745885","0.19572123989745885","0.19572123989745885"
"39","0.20843805187899817","0.20843805187899817","0.20843805187899817"
"40","0.18916632336412903","0.18916632336412903","0.18916632336412903"
"41","0.2184921469652884","0.2184921469652884","0.2184921469652884"
"42","0.20558683183162701","0.20558683183162701","0.20558683183162701"
"43","0.2455297818141922","0.2455297818141922","0.2455297818141922"
"44","0.20829672455388404","0.20829672455388404","0.20829672455388404"
"45","0.17929402555339735","0.17929402555339735","0.17929402555339735"
