"Step","avg 5 5 - mean_reward","avg 5 5 - mean_reward__MIN","avg 5 5 - mean_reward__MAX"
"76","0.030911127056486506","0.030911127056486506","0.030911127056486506"
"77","-0.05599494814124358","-0.05599494814124358","-0.05599494814124358"
"78","0.024592147294007483","0.024592147294007483","0.024592147294007483"
"79","0.03649195156393849","0.03649195156393849","0.03649195156393849"
"80","0.11378628399544383","0.11378628399544383","0.11378628399544383"
"81","-0.03903626825733406","-0.03903626825733406","-0.03903626825733406"
"82","0.015666461736789178","0.015666461736789178","0.015666461736789178"
"83","-0.03771596234205643","-0.03771596234205643","-0.03771596234205643"
"84","-0.015647069963937856","-0.015647069963937856","-0.015647069963937856"
"85","-0.00032819220857913014","-0.00032819220857913014","-0.00032819220857913014"
"86","0.05325779549467798","0.05325779549467798","0.05325779549467798"
"87","-0.01606565980799007","-0.01606565980799007","-0.01606565980799007"
"88","0.08512089008586957","0.08512089008586957","0.08512089008586957"
"89","0.03500401253945452","0.03500401253945452","0.03500401253945452"
"90","0.014526038280251556","0.014526038280251556","0.014526038280251556"
"91","0.015943528650912572","0.015943528650912572","0.015943528650912572"
"92","-0.04442332505859641","-0.04442332505859641","-0.04442332505859641"
"93","-0.05871538209349553","-0.05871538209349553","-0.05871538209349553"
"94","0.04400312745919348","0.04400312745919348","0.04400312745919348"
"95","0.004347697467717521","0.004347697467717521","0.004347697467717521"
"96","-0.03832093699428012","-0.03832093699428012","-0.03832093699428012"
"97","0.07937851944869713","0.07937851944869713","0.07937851944869713"
"98","0.03667545628407794","0.03667545628407794","0.03667545628407794"
"99","-0.030739121264046855","-0.030739121264046855","-0.030739121264046855"
"100","0.007441292117139385","0.007441292117139385","0.007441292117139385"
"101","0.03712359490626734","0.03712359490626734","0.03712359490626734"
"102","-0.03421154677558229","-0.03421154677558229","-0.03421154677558229"
"103","0.030874576182577274","0.030874576182577274","0.030874576182577274"
"104","0.04873080630324332","0.04873080630324332","0.04873080630324332"
"105","-0.01915526962760184","-0.01915526962760184","-0.01915526962760184"
"106","0.04852151751619042","0.04852151751619042","0.04852151751619042"
"107","0.03668123900443804","0.03668123900443804","0.03668123900443804"
"108","-0.049782268317429317","-0.049782268317429317","-0.049782268317429317"
"109","0.031230177422951245","0.031230177422951245","0.031230177422951245"
"110","0.013347454209684324","0.013347454209684324","0.013347454209684324"
"111","0.045695448880413034","0.045695448880413034","0.045695448880413034"
"112","0.04625245347217034","0.04625245347217034","0.04625245347217034"
"113","0.08023018002340258","0.08023018002340258","0.08023018002340258"
"114","-0.002403058251738368","-0.002403058251738368","-0.002403058251738368"
"115","0.06428834423907978","0.06428834423907978","0.06428834423907978"
"116","0.015621025941989539","0.015621025941989539","0.015621025941989539"
"117","0.05395819681466467","0.05395819681466467","0.05395819681466467"
"118","0.02726249993832188","0.02726249993832188","0.02726249993832188"
"119","-0.008411649669740695","-0.008411649669740695","-0.008411649669740695"
"120","0.013598221804687859","0.013598221804687859","0.013598221804687859"
"121","0.035731073714888026","0.035731073714888026","0.035731073714888026"
"122","0.03052254152675803","0.03052254152675803","0.03052254152675803"
"123","0.06836308224174267","0.06836308224174267","0.06836308224174267"
"124","0.056785156755296835","0.056785156755296835","0.056785156755296835"
"125","0.03392544018388285","0.03392544018388285","0.03392544018388285"
"126","-0.006468728783906297","-0.006468728783906297","-0.006468728783906297"
"127","0.05514189895440793","0.05514189895440793","0.05514189895440793"
"128","-0.003720105604306734","-0.003720105604306734","-0.003720105604306734"
"129","-0.005450668447038039","-0.005450668447038039","-0.005450668447038039"
"130","-0.005875154234138957","-0.005875154234138957","-0.005875154234138957"
"131","0.04828704568395221","0.04828704568395221","0.04828704568395221"
"132","0.026051299258161204","0.026051299258161204","0.026051299258161204"
"133","0.0441996926958229","0.0441996926958229","0.0441996926958229"
"134","0.03734673579083999","0.03734673579083999","0.03734673579083999"
"135","0.04453801990750786","0.04453801990750786","0.04453801990750786"
"136","0.07292694430019539","0.07292694430019539","0.07292694430019539"
"137","0.06638012325661814","0.06638012325661814","0.06638012325661814"
"138","0.048096685559166456","0.048096685559166456","0.048096685559166456"
"139","0.02565384252037287","0.02565384252037287","0.02565384252037287"
"140","0.05393916040192709","0.05393916040192709","0.05393916040192709"
"141","0.11042395212623803","0.11042395212623803","0.11042395212623803"
"142","-0.01960063253625273","-0.01960063253625273","-0.01960063253625273"
"143","0.043771999904831695","0.043771999904831695","0.043771999904831695"
"144","0.0640734866665504","0.0640734866665504","0.0640734866665504"
"145","0.05190713655475","0.05190713655475","0.05190713655475"
"146","0.0027333051473558095","0.0027333051473558095","0.0027333051473558095"
"147","0.09108910168835974","0.09108910168835974","0.09108910168835974"
"148","0.03813884168780845","0.03813884168780845","0.03813884168780845"
"149","0.08501560876289133","0.08501560876289133","0.08501560876289133"
"150","0.015480441647022506","0.015480441647022506","0.015480441647022506"
"151","0.07736665033368864","0.07736665033368864","0.07736665033368864"
"152","0.11023974433631681","0.11023974433631681","0.11023974433631681"
"153","0.048283971982459775","0.048283971982459775","0.048283971982459775"
"154","0.11282288825867803","0.11282288825867803","0.11282288825867803"
"155","0.048250613359683614","0.048250613359683614","0.048250613359683614"
"156","0.0612034725719655","0.0612034725719655","0.0612034725719655"
"157","0.036066302144220776","0.036066302144220776","0.036066302144220776"
"158","0.03837411526647585","0.03837411526647585","0.03837411526647585"
"159","0.14300268468295438","0.14300268468295438","0.14300268468295438"
"160","0.016078350931539455","0.016078350931539455","0.016078350931539455"
"161","0.059231691112003215","0.059231691112003215","0.059231691112003215"
"162","0.009676589087287135","0.009676589087287135","0.009676589087287135"
"163","0.1259654807256464","0.1259654807256464","0.1259654807256464"
"164","0.10128965495382261","0.10128965495382261","0.10128965495382261"
"165","0.11838654651340985","0.11838654651340985","0.11838654651340985"
"166","0.05322217819600462","0.05322217819600462","0.05322217819600462"
"167","-0.05455750602094051","-0.05455750602094051","-0.05455750602094051"
"168","0.04992003830374412","0.04992003830374412","0.04992003830374412"
"169","0.10185789193489718","0.10185789193489718","0.10185789193489718"
"170","0.0805048773411963","0.0805048773411963","0.0805048773411963"
"171","0.052039470221064435","0.052039470221064435","0.052039470221064435"
"172","0.0725198513901384","0.0725198513901384","0.0725198513901384"
"173","0.034662656032995426","0.034662656032995426","0.034662656032995426"
"174","-0.032462791109170164","-0.032462791109170164","-0.032462791109170164"
"175","0.1277863547524614","0.1277863547524614","0.1277863547524614"
"176","0.033653027595378096","0.033653027595378096","0.033653027595378096"
"177","0.06053890679460083","0.06053890679460083","0.06053890679460083"
"178","0.07279232042224901","0.07279232042224901","0.07279232042224901"
"179","0.06217378314653095","0.06217378314653095","0.06217378314653095"
"180","0.008803139444834315","0.008803139444834315","0.008803139444834315"
"181","0.11960211540559078","0.11960211540559078","0.11960211540559078"
"182","0.036679327216243486","0.036679327216243486","0.036679327216243486"
"183","0.07160369854018907","0.07160369854018907","0.07160369854018907"
"184","0.029187219639652272","0.029187219639652272","0.029187219639652272"
"185","-0.03431086591283422","-0.03431086591283422","-0.03431086591283422"
"186","-0.03409943626014039","-0.03409943626014039","-0.03409943626014039"
"187","-0.0048020908636622886","-0.0048020908636622886","-0.0048020908636622886"
"188","0.061150221346513496","0.061150221346513496","0.061150221346513496"
"189","0.07136562888956459","0.07136562888956459","0.07136562888956459"
"190","0.013857870298784195","0.013857870298784195","0.013857870298784195"
"191","0.06812637352261622","0.06812637352261622","0.06812637352261622"
"192","0.025555125056472852","0.025555125056472852","0.025555125056472852"
"193","-0.0026906620748012164","-0.0026906620748012164","-0.0026906620748012164"
"194","0.00917514918289541","0.00917514918289541","0.00917514918289541"
"195","-0.00312744874184877","-0.00312744874184877","-0.00312744874184877"
"196","0.00822889381293804","0.00822889381293804","0.00822889381293804"
"197","-0.05057447513299002","-0.05057447513299002","-0.05057447513299002"
"198","0.036389135617261745","0.036389135617261745","0.036389135617261745"
"199","0.08059957777701623","0.08059957777701623","0.08059957777701623"
"200","0.019414639038992827","0.019414639038992827","0.019414639038992827"
"201","0.025198352946214714","0.025198352946214714","0.025198352946214714"
"202","-0.0528462258807269","-0.0528462258807269","-0.0528462258807269"
"203","0.036983531241698675","0.036983531241698675","0.036983531241698675"
"204","0.020764341540957364","0.020764341540957364","0.020764341540957364"
"205","-0.02037643574460231","-0.02037643574460231","-0.02037643574460231"
"206","0.07920360278867344","0.07920360278867344","0.07920360278867344"
"207","0.06559112445934191","0.06559112445934191","0.06559112445934191"
"208","0.10281916109346516","0.10281916109346516","0.10281916109346516"
"209","-0.04504544174641153","-0.04504544174641153","-0.04504544174641153"
"210","0.08486356143051736","0.08486356143051736","0.08486356143051736"
"211","-0.03483348236011466","-0.03483348236011466","-0.03483348236011466"
"212","0.02464821141378444","0.02464821141378444","0.02464821141378444"
"213","0.04357001192079101","0.04357001192079101","0.04357001192079101"
"214","0.07884374600036292","0.07884374600036292","0.07884374600036292"
"215","0.13540028453018782","0.13540028453018782","0.13540028453018782"
"216","0.0504042143920705","0.0504042143920705","0.0504042143920705"
"217","0.10902717204429156","0.10902717204429156","0.10902717204429156"
"218","-0.018471345662788297","-0.018471345662788297","-0.018471345662788297"
"219","0.06894608562567558","0.06894608562567558","0.06894608562567558"
"220","0.0902260782607365","0.0902260782607365","0.0902260782607365"
"221","0.030999769477276794","0.030999769477276794","0.030999769477276794"
"222","0.09718444918875925","0.09718444918875925","0.09718444918875925"
"223","-0.034040321878105365","-0.034040321878105365","-0.034040321878105365"
"224","0.08631081118265616","0.08631081118265616","0.08631081118265616"
"225","0.032059958290432","0.032059958290432","0.032059958290432"
"226","0.10469506391837462","0.10469506391837462","0.10469506391837462"
"227","-0.009010314132538047","-0.009010314132538047","-0.009010314132538047"
"228","-0.001856178684904815","-0.001856178684904815","-0.001856178684904815"
"229","0.03898104403563228","0.03898104403563228","0.03898104403563228"
"230","0.07560183510448595","0.07560183510448595","0.07560183510448595"
"231","-0.013429982259537423","-0.013429982259537423","-0.013429982259537423"
"232","0.0022921080110136004","0.0022921080110136004","0.0022921080110136004"
"233","0.05433609950342644","0.05433609950342644","0.05433609950342644"
"234","0.09838478916194972","0.09838478916194972","0.09838478916194972"
"235","-0.013001889761619975","-0.013001889761619975","-0.013001889761619975"
"236","0.07302070003543373","0.07302070003543373","0.07302070003543373"
"237","-0.013651355682136363","-0.013651355682136363","-0.013651355682136363"
"238","0.0950526110142511","0.0950526110142511","0.0950526110142511"
"239","0.07707421471381422","0.07707421471381422","0.07707421471381422"
"240","0.04596925235621292","0.04596925235621292","0.04596925235621292"
"241","0.042422534833059154","0.042422534833059154","0.042422534833059154"
"242","0.03425793481876453","0.03425793481876453","0.03425793481876453"
"243","0.10584657711037121","0.10584657711037121","0.10584657711037121"
"244","0.10094120105748065","0.10094120105748065","0.10094120105748065"
"245","0.06002496056233986","0.06002496056233986","0.06002496056233986"
"246","0.06413961307857888","0.06413961307857888","0.06413961307857888"
"247","0.02945927587768579","0.02945927587768579","0.02945927587768579"
"248","0.01594199276486431","0.01594199276486431","0.01594199276486431"
"249","0.023082175431896588","0.023082175431896588","0.023082175431896588"
"250","0.09157768856183658","0.09157768856183658","0.09157768856183658"
"251","0.08566915245162653","0.08566915245162653","0.08566915245162653"
"252","0.03129861127330374","0.03129861127330374","0.03129861127330374"
"253","0.0684681415603826","0.0684681415603826","0.0684681415603826"
"254","0.02987018477143414","0.02987018477143414","0.02987018477143414"
"255","0.041911389368125274","0.041911389368125274","0.041911389368125274"
"256","0.044906939628317245","0.044906939628317245","0.044906939628317245"
"257","0.05024335921383234","0.05024335921383234","0.05024335921383234"
"258","0.04859814597747377","0.04859814597747377","0.04859814597747377"
"259","0.03547848819182276","0.03547848819182276","0.03547848819182276"
"260","0.013506004660250197","0.013506004660250197","0.013506004660250197"
"261","0.06311038202030367","0.06311038202030367","0.06311038202030367"
"262","-0.019764179994260143","-0.019764179994260143","-0.019764179994260143"
"263","0.08601082166270844","0.08601082166270844","0.08601082166270844"
"264","0.025217498872811772","0.025217498872811772","0.025217498872811772"
"265","0.06612541350860297","0.06612541350860297","0.06612541350860297"
"266","0.03602657245944369","0.03602657245944369","0.03602657245944369"
"267","0.04140081375713604","0.04140081375713604","0.04140081375713604"
"268","0.05904841150798315","0.05904841150798315","0.05904841150798315"
"269","0.017207663795356418","0.017207663795356418","0.017207663795356418"
"270","0.02496011563685546","0.02496011563685546","0.02496011563685546"
"271","0.015541137426267008","0.015541137426267008","0.015541137426267008"
"272","0.012494732208670449","0.012494732208670449","0.012494732208670449"
"273","0.039607283414461306","0.039607283414461306","0.039607283414461306"
"274","0.008898670578189131","0.008898670578189131","0.008898670578189131"
"275","0.00037629190462373595","0.00037629190462373595","0.00037629190462373595"
"276","0.009264222315536308","0.009264222315536308","0.009264222315536308"
"277","0.02609625766284188","0.02609625766284188","0.02609625766284188"
"278","0.03395823837990431","0.03395823837990431","0.03395823837990431"
"279","0.011075657571585398","0.011075657571585398","0.011075657571585398"
"280","-0.04221712111922135","-0.04221712111922135","-0.04221712111922135"
"281","0.026369425081528647","0.026369425081528647","0.026369425081528647"
"282","0.06727757380964683","0.06727757380964683","0.06727757380964683"
"283","-0.03265139481357683","-0.03265139481357683","-0.03265139481357683"
"284","0.07244032109225239","0.07244032109225239","0.07244032109225239"
"285","0.04910144696301113","0.04910144696301113","0.04910144696301113"
"286","-0.011073490678496655","-0.011073490678496655","-0.011073490678496655"
"287","0.07551260690786289","0.07551260690786289","0.07551260690786289"
"288","0.04352406824880197","0.04352406824880197","0.04352406824880197"
"289","0.13090971026484285","0.13090971026484285","0.13090971026484285"
"290","0.053448344415430844","0.053448344415430844","0.053448344415430844"
"291","0.029503830638345448","0.029503830638345448","0.029503830638345448"
"292","0.016717529412180392","0.016717529412180392","0.016717529412180392"
"293","0.09692183255741738","0.09692183255741738","0.09692183255741738"
"294","0.06406537691556297","0.06406537691556297","0.06406537691556297"
"295","0.09111857999491896","0.09111857999491896","0.09111857999491896"
"296","0.06869315862901104","0.06869315862901104","0.06869315862901104"
"297","0.012334186518043716","0.012334186518043716","0.012334186518043716"
"298","0.025916163440265743","0.025916163440265743","0.025916163440265743"
"299","0.03282348046867883","0.03282348046867883","0.03282348046867883"
"300","0.07675972981773668","0.07675972981773668","0.07675972981773668"
"301","0.010180847942889353","0.010180847942889353","0.010180847942889353"
"302","-0.01440042823599335","-0.01440042823599335","-0.01440042823599335"
"303","0.0494956493129398","0.0494956493129398","0.0494956493129398"
"304","0.11431578597513635","0.11431578597513635","0.11431578597513635"
"305","0.08745691260041673","0.08745691260041673","0.08745691260041673"
"306","0.08281435427718818","0.08281435427718818","0.08281435427718818"
"307","0.08458573108010672","0.08458573108010672","0.08458573108010672"
"308","0.029048601875307316","0.029048601875307316","0.029048601875307316"
"309","0.08726412232939178","0.08726412232939178","0.08726412232939178"
"310","0.0004494409016248431","0.0004494409016248431","0.0004494409016248431"
"311","0.08771018209126415","0.08771018209126415","0.08771018209126415"
"312","0.006697997149230678","0.006697997149230678","0.006697997149230678"
"313","0.11661970630812671","0.11661970630812671","0.11661970630812671"
"314","0.062339972860822115","0.062339972860822115","0.062339972860822115"
"315","0.13652010667256237","0.13652010667256237","0.13652010667256237"
"316","0.08352172027147364","0.08352172027147364","0.08352172027147364"
"317","0.047670805863160866","0.047670805863160866","0.047670805863160866"
"318","0.0935792606741454","0.0935792606741454","0.0935792606741454"
"319","0.08793472719862055","0.08793472719862055","0.08793472719862055"
"320","0.04376946803747923","0.04376946803747923","0.04376946803747923"
"321","0.0015673825617152682","0.0015673825617152682","0.0015673825617152682"
"322","-0.015717766265569883","-0.015717766265569883","-0.015717766265569883"
"323","0.023441661047764985","0.023441661047764985","0.023441661047764985"
"324","0.04706782325533928","0.04706782325533928","0.04706782325533928"
"325","-0.020557266929571945","-0.020557266929571945","-0.020557266929571945"
"326","-0.03227070730366867","-0.03227070730366867","-0.03227070730366867"
"327","-0.018312988264156643","-0.018312988264156643","-0.018312988264156643"
"328","0.056032437610244075","0.056032437610244075","0.056032437610244075"
"329","0.08553587703623323","0.08553587703623323","0.08553587703623323"
"330","0.08204073805394593","0.08204073805394593","0.08204073805394593"
"331","-0.031054874022115948","-0.031054874022115948","-0.031054874022115948"
"332","-0.007531118700848476","-0.007531118700848476","-0.007531118700848476"
"333","-0.03418294228707342","-0.03418294228707342","-0.03418294228707342"
"334","0.015235125303485857","0.015235125303485857","0.015235125303485857"
"335","0.05823313560252091","0.05823313560252091","0.05823313560252091"
"336","-0.04301101447623183","-0.04301101447623183","-0.04301101447623183"
"337","0.08056101251756739","0.08056101251756739","0.08056101251756739"
"338","0.018450656658486095","0.018450656658486095","0.018450656658486095"
"339","0.07267929332045246","0.07267929332045246","0.07267929332045246"
"340","0.08969591326368995","0.08969591326368995","0.08969591326368995"
"341","0.0005021255198180516","0.0005021255198180516","0.0005021255198180516"
"342","-0.02240673555514119","-0.02240673555514119","-0.02240673555514119"
"343","-0.01859637814929563","-0.01859637814929563","-0.01859637814929563"
"344","0.07467138183378279","0.07467138183378279","0.07467138183378279"
"345","0.028832510915374393","0.028832510915374393","0.028832510915374393"
"346","0.036334239979943506","0.036334239979943506","0.036334239979943506"
"347","-0.049840453653179156","-0.049840453653179156","-0.049840453653179156"
"348","0.04235410727242357","0.04235410727242357","0.04235410727242357"
"349","-0.12306377239430423","-0.12306377239430423","-0.12306377239430423"
"350","0.052006569710102","0.052006569710102","0.052006569710102"
"351","0.015500485191209133","0.015500485191209133","0.015500485191209133"
"352","-0.06869465919635832","-0.06869465919635832","-0.06869465919635832"
"353","-0.02912278547116297","-0.02912278547116297","-0.02912278547116297"
"354","-0.017606918749037487","-0.017606918749037487","-0.017606918749037487"
"355","0.010159926265738828","0.010159926265738828","0.010159926265738828"
"356","-0.006228717682465426","-0.006228717682465426","-0.006228717682465426"
"357","0.0044403996582105","0.0044403996582105","0.0044403996582105"
"358","0.019748236874298178","0.019748236874298178","0.019748236874298178"
"359","0.09108115035341578","0.09108115035341578","0.09108115035341578"
"360","0.07784322679445006","0.07784322679445006","0.07784322679445006"
"361","0.06403049427125461","0.06403049427125461","0.06403049427125461"
"362","0.04667887490552841","0.04667887490552841","0.04667887490552841"
"363","0.05539568047316936","0.05539568047316936","0.05539568047316936"
"364","0.06661984418691683","0.06661984418691683","0.06661984418691683"
"365","-0.020515004259220582","-0.020515004259220582","-0.020515004259220582"
"366","0.027950118781154273","0.027950118781154273","0.027950118781154273"
"367","0.10651378861083022","0.10651378861083022","0.10651378861083022"
"368","0.013170932921746441","0.013170932921746441","0.013170932921746441"
"369","0.027504367365823575","0.027504367365823575","0.027504367365823575"
"370","0.04881106006093218","0.04881106006093218","0.04881106006093218"
"371","0.07912665480387539","0.07912665480387539","0.07912665480387539"
"372","0.005215217837549538","0.005215217837549538","0.005215217837549538"
"373","0.10367210045018704","0.10367210045018704","0.10367210045018704"
"374","0.05241039370328719","0.05241039370328719","0.05241039370328719"
"375","0.08059126262491645","0.08059126262491645","0.08059126262491645"
"376","0.044811960787952645","0.044811960787952645","0.044811960787952645"
"377","0.04538701032646716","0.04538701032646716","0.04538701032646716"
"378","-0.012048666820227249","-0.012048666820227249","-0.012048666820227249"
"379","0.12260133597678514","0.12260133597678514","0.12260133597678514"
"380","0.07239886092872105","0.07239886092872105","0.07239886092872105"
"381","0.12143566172804567","0.12143566172804567","0.12143566172804567"
"382","0.07219128842940897","0.07219128842940897","0.07219128842940897"
"383","0.019975760018144276","0.019975760018144276","0.019975760018144276"
"384","0.045860716166322216","0.045860716166322216","0.045860716166322216"
"385","0.022249793548320237","0.022249793548320237","0.022249793548320237"
"386","-0.012802570188376564","-0.012802570188376564","-0.012802570188376564"
"387","0.0699453220016102","0.0699453220016102","0.0699453220016102"
"388","0.016428261439252537","0.016428261439252537","0.016428261439252537"
"389","-0.0225861508034519","-0.0225861508034519","-0.0225861508034519"
"390","0.003266975628084471","0.003266975628084471","0.003266975628084471"
"391","0.007522424983599146","0.007522424983599146","0.007522424983599146"
"392","0.0045276595829628185","0.0045276595829628185","0.0045276595829628185"
"393","0.0635041618944937","0.0635041618944937","0.0635041618944937"
"394","0.0182735079138182","0.0182735079138182","0.0182735079138182"
"395","0.025062343936902036","0.025062343936902036","0.025062343936902036"
"396","0.05609952787281343","0.05609952787281343","0.05609952787281343"
"397","0.05727172791036823","0.05727172791036823","0.05727172791036823"
"398","-0.01734864376964263","-0.01734864376964263","-0.01734864376964263"
"399","0.031900308211272856","0.031900308211272856","0.031900308211272856"
"400","0.06019949385384748","0.06019949385384748","0.06019949385384748"
"401","0.004630325873343657","0.004630325873343657","0.004630325873343657"
"402","0.02152097803501685","0.02152097803501685","0.02152097803501685"
"403","0.09035943777296956","0.09035943777296956","0.09035943777296956"
"404","0.02237716288286561","0.02237716288286561","0.02237716288286561"
"405","0.06525002172427494","0.06525002172427494","0.06525002172427494"
"406","0.09782432160380922","0.09782432160380922","0.09782432160380922"
"407","-0.017473836345647375","-0.017473836345647375","-0.017473836345647375"
"408","0.04667398421735351","0.04667398421735351","0.04667398421735351"
"409","0.12826363280426067","0.12826363280426067","0.12826363280426067"
"410","-0.005956539155240993","-0.005956539155240993","-0.005956539155240993"
"411","0.009570485989750622","0.009570485989750622","0.009570485989750622"
"412","0.05041083467320288","0.05041083467320288","0.05041083467320288"
"413","0.029340224213606707","0.029340224213606707","0.029340224213606707"
"414","0.09720276497707746","0.09720276497707746","0.09720276497707746"
"415","0.06953502807281454","0.06953502807281454","0.06953502807281454"
"416","0.045803751650019583","0.045803751650019583","0.045803751650019583"
"417","0.0770109248239249","0.0770109248239249","0.0770109248239249"
"418","-0.03186411022875798","-0.03186411022875798","-0.03186411022875798"
"419","0.056184272153073575","0.056184272153073575","0.056184272153073575"
"420","0.04434534578728029","0.04434534578728029","0.04434534578728029"
"421","0.10121627152225333","0.10121627152225333","0.10121627152225333"
"422","-0.023651692953294855","-0.023651692953294855","-0.023651692953294855"
"423","0.10771520754868313","0.10771520754868313","0.10771520754868313"
"424","0.05578059887702096","0.05578059887702096","0.05578059887702096"
"425","-0.0019062965266150298","-0.0019062965266150298","-0.0019062965266150298"
"426","0.03174294356491091","0.03174294356491091","0.03174294356491091"
"427","0.003219824814866987","0.003219824814866987","0.003219824814866987"
"428","0.00011787253501875682","0.00011787253501875682","0.00011787253501875682"
"429","-0.00010977915386821836","-0.00010977915386821836","-0.00010977915386821836"
"430","0.04237407533464703","0.04237407533464703","0.04237407533464703"
"431","-0.016346554142031584","-0.016346554142031584","-0.016346554142031584"
"432","-0.0010720141024590198","-0.0010720141024590198","-0.0010720141024590198"
"433","-0.09611405908568417","-0.09611405908568417","-0.09611405908568417"
"434","0.03180085265781142","0.03180085265781142","0.03180085265781142"
"435","-0.012706080438195383","-0.012706080438195383","-0.012706080438195383"
