"Step","1 5 5 - mean_reward","1 5 5 - mean_reward__MIN","1 5 5 - mean_reward__MAX"
"0","-0.02405603459631712","-0.02405603459631712","-0.02405603459631712"
"1","0.035569692809356845","0.035569692809356845","0.035569692809356845"
"2","-0.028317221646179617","-0.028317221646179617","-0.028317221646179617"
"3","0.039993718954984006","0.039993718954984006","0.039993718954984006"
"4","0.028055767274187727","0.028055767274187727","0.028055767274187727"
"5","-0.02673295139570246","-0.02673295139570246","-0.02673295139570246"
"6","0.05682711021715197","0.05682711021715197","0.05682711021715197"
"7","-0.009607432935900048","-0.009607432935900048","-0.009607432935900048"
"8","-0.0006800156977159726","-0.0006800156977159726","-0.0006800156977159726"
"9","-0.021824600388758206","-0.021824600388758206","-0.021824600388758206"
"10","0.015870635678109438","0.015870635678109438","0.015870635678109438"
"11","0.037014542934495964","0.037014542934495964","0.037014542934495964"
"12","0.026221161748807866","0.026221161748807866","0.026221161748807866"
"13","-0.0058783255657200275","-0.0058783255657200275","-0.0058783255657200275"
"14","0.03419929218713316","0.03419929218713316","0.03419929218713316"
"15","0.012566230225956295","0.012566230225956295","0.012566230225956295"
"16","0.08471062996130184","0.08471062996130184","0.08471062996130184"
"17","0.0022141489762819316","0.0022141489762819316","0.0022141489762819316"
"18","0.07014249983740069","0.07014249983740069","0.07014249983740069"
"19","-0.044195008362279825","-0.044195008362279825","-0.044195008362279825"
"20","-0.003967401703654491","-0.003967401703654491","-0.003967401703654491"
"21","-0.020586894465923884","-0.020586894465923884","-0.020586894465923884"
"22","-0.0287632966783472","-0.0287632966783472","-0.0287632966783472"
"23","0.04142870198325672","0.04142870198325672","0.04142870198325672"
"24","0.018701441581096167","0.018701441581096167","0.018701441581096167"
"25","-0.011536704240258145","-0.011536704240258145","-0.011536704240258145"
"26","-0.04416516117633682","-0.04416516117633682","-0.04416516117633682"
"27","0.0020209092376842763","0.0020209092376842763","0.0020209092376842763"
"28","-0.020503671446778227","-0.020503671446778227","-0.020503671446778227"
"29","0.023595529535112285","0.023595529535112285","0.023595529535112285"
"30","-0.06520064789030401","-0.06520064789030401","-0.06520064789030401"
"31","0.04212875242187625","0.04212875242187625","0.04212875242187625"
"32","0.03568085941371553","0.03568085941371553","0.03568085941371553"
"33","0.017772802632774105","0.017772802632774105","0.017772802632774105"
"34","0.025165762085274768","0.025165762085274768","0.025165762085274768"
"35","0.0366151767169378","0.0366151767169378","0.0366151767169378"
"36","0.08955612370637396","0.08955612370637396","0.08955612370637396"
"37","-0.04237386120133401","-0.04237386120133401","-0.04237386120133401"
"38","-0.08684329909415049","-0.08684329909415049","-0.08684329909415049"
"39","0.01323534472846108","0.01323534472846108","0.01323534472846108"
"40","-0.010330395828419369","-0.010330395828419369","-0.010330395828419369"
"41","-0.007533738741071397","-0.007533738741071397","-0.007533738741071397"
"42","-0.024701228657245423","-0.024701228657245423","-0.024701228657245423"
"43","-0.020597916081687973","-0.020597916081687973","-0.020597916081687973"
"44","0.04391268400384407","0.04391268400384407","0.04391268400384407"
"45","0.041700863350205016","0.041700863350205016","0.041700863350205016"
"46","-0.08243315798679972","-0.08243315798679972","-0.08243315798679972"
"47","0.039256108532969645","0.039256108532969645","0.039256108532969645"
"48","0.020706734022896012","0.020706734022896012","0.020706734022896012"
"49","-0.01655696318703963","-0.01655696318703963","-0.01655696318703963"
"50","0.08755490887436233","0.08755490887436233","0.08755490887436233"
"51","0.00616099495265047","0.00616099495265047","0.00616099495265047"
"52","0.036279098697660876","0.036279098697660876","0.036279098697660876"
"53","0.06951453481673579","0.06951453481673579","0.06951453481673579"
"54","-0.0682024079690924","-0.0682024079690924","-0.0682024079690924"
"55","0.06784021398474137","0.06784021398474137","0.06784021398474137"
"56","-0.012556105458400637","-0.012556105458400637","-0.012556105458400637"
"57","-0.030867517184443898","-0.030867517184443898","-0.030867517184443898"
"58","-0.07900067588362195","-0.07900067588362195","-0.07900067588362195"
"59","-0.03815478030537977","-0.03815478030537977","-0.03815478030537977"
"60","0.047430741927372934","0.047430741927372934","0.047430741927372934"
"61","0.003587834415543601","0.003587834415543601","0.003587834415543601"
"62","0.025522360923154085","0.025522360923154085","0.025522360923154085"
"63","-0.08497462332723951","-0.08497462332723951","-0.08497462332723951"
"64","0.030006013296289626","0.030006013296289626","0.030006013296289626"
"65","0.025417956139965944","0.025417956139965944","0.025417956139965944"
"66","0.009783052773968313","0.009783052773968313","0.009783052773968313"
"67","0.05307378560939422","0.05307378560939422","0.05307378560939422"
"68","0.005636412558973497","0.005636412558973497","0.005636412558973497"
"69","-0.028190418219585556","-0.028190418219585556","-0.028190418219585556"
"70","-0.020104981824475628","-0.020104981824475628","-0.020104981824475628"
"71","0.011620840822746956","0.011620840822746956","0.011620840822746956"
"72","0.028181410734010457","0.028181410734010457","0.028181410734010457"
"73","-0.022989967177050062","-0.022989967177050062","-0.022989967177050062"
"74","0.001375124588835675","0.001375124588835675","0.001375124588835675"
"75","-0.08081184044446824","-0.08081184044446824","-0.08081184044446824"
"76","-0.017717319749503392","-0.017717319749503392","-0.017717319749503392"
"77","-0.021331198501047005","-0.021331198501047005","-0.021331198501047005"
"78","0.07329609345797031","0.07329609345797031","0.07329609345797031"
"79","0.028766050077948954","0.028766050077948954","0.028766050077948954"
"80","0.0641766000514495","0.0641766000514495","0.0641766000514495"
"81","-0.023328859245439735","-0.023328859245439735","-0.023328859245439735"
"82","-0.09714357339387329","-0.09714357339387329","-0.09714357339387329"
"83","0.00007602736772662859","0.00007602736772662859","0.00007602736772662859"
"84","0.040405830879672006","0.040405830879672006","0.040405830879672006"
"85","-0.002121054364984236","-0.002121054364984236","-0.002121054364984236"
"86","0.023227858709370715","0.023227858709370715","0.023227858709370715"
"87","0.020282416939306026","0.020282416939306026","0.020282416939306026"
"88","0.0762043140461989","0.0762043140461989","0.0762043140461989"
"89","-0.021304269042542078","-0.021304269042542078","-0.021304269042542078"
"90","-0.008019470988576905","-0.008019470988576905","-0.008019470988576905"
"91","0.026232532072925606","0.026232532072925606","0.026232532072925606"
"92","0.02240155717986358","0.02240155717986358","0.02240155717986358"
"93","-0.01002948411083442","-0.01002948411083442","-0.01002948411083442"
"94","0.02935170693531732","0.02935170693531732","0.02935170693531732"
"95","0.004066138252797681","0.004066138252797681","0.004066138252797681"
"96","-0.0025950622923388276","-0.0025950622923388276","-0.0025950622923388276"
"97","0.047609658100967026","0.047609658100967026","0.047609658100967026"
"98","0.03427916510027349","0.03427916510027349","0.03427916510027349"
"99","0.03938095751656125","0.03938095751656125","0.03938095751656125"
"100","-0.0001392216529292896","-0.0001392216529292896","-0.0001392216529292896"
"101","0.03689969322154026","0.03689969322154026","0.03689969322154026"
"102","0.010003379544750994","0.010003379544750994","0.010003379544750994"
"103","0.0101495825210916","0.0101495825210916","0.0101495825210916"
"104","0.004206040027528557","0.004206040027528557","0.004206040027528557"
"105","-0.020591265281003142","-0.020591265281003142","-0.020591265281003142"
"106","0.07624040864278364","0.07624040864278364","0.07624040864278364"
"107","0.05021862483901604","0.05021862483901604","0.05021862483901604"
"108","0.026165945213157807","0.026165945213157807","0.026165945213157807"
"109","0.044073336955215765","0.044073336955215765","0.044073336955215765"
"110","0.07193779573045773","0.07193779573045773","0.07193779573045773"
"111","0.010084411725266678","0.010084411725266678","0.010084411725266678"
"112","0.08127921118926902","0.08127921118926902","0.08127921118926902"
"113","0.11023316727003203","0.11023316727003203","0.11023316727003203"
"114","0.05208460478585556","0.05208460478585556","0.05208460478585556"
"115","0.02656464047497305","0.02656464047497305","0.02656464047497305"
"116","0.0106411659024653","0.0106411659024653","0.0106411659024653"
"117","0.1078627159649773","0.1078627159649773","0.1078627159649773"
"118","0.04171607223845115","0.04171607223845115","0.04171607223845115"
"119","-0.04571995651066451","-0.04571995651066451","-0.04571995651066451"
"120","0.015716174034500253","0.015716174034500253","0.015716174034500253"
"121","0.04801158064993236","0.04801158064993236","0.04801158064993236"
"122","0.06906562215259049","0.06906562215259049","0.06906562215259049"
"123","0.029176839747678464","0.029176839747678464","0.029176839747678464"
"124","0.04532856595011501","0.04532856595011501","0.04532856595011501"
"125","0.07541779738397264","0.07541779738397264","0.07541779738397264"
"126","0.045270812980108176","0.045270812980108176","0.045270812980108176"
"127","0.11128285747595798","0.11128285747595798","0.11128285747595798"
"128","0.056563301861517735","0.056563301861517735","0.056563301861517735"
"129","-0.005768310268283322","-0.005768310268283322","-0.005768310268283322"
"130","0.011444260419439368","0.011444260419439368","0.011444260419439368"
"131","0.0424920966139025","0.0424920966139025","0.0424920966139025"
"132","0.06166484468539878","0.06166484468539878","0.06166484468539878"
"133","0.05326920632621187","0.05326920632621187","0.05326920632621187"
"134","0.03076693518017099","0.03076693518017099","0.03076693518017099"
"135","0.05671900652476342","0.05671900652476342","0.05671900652476342"
"136","0.09821643662867079","0.09821643662867079","0.09821643662867079"
"137","-0.016557718330848088","-0.016557718330848088","-0.016557718330848088"
"138","-0.009221755603825078","-0.009221755603825078","-0.009221755603825078"
"139","0.06343602648898336","0.06343602648898336","0.06343602648898336"
"140","0.05030257904180412","0.05030257904180412","0.05030257904180412"
"141","0.08109515720635586","0.08109515720635586","0.08109515720635586"
"142","0.09645800609922428","0.09645800609922428","0.09645800609922428"
"143","-0.017312875645042896","-0.017312875645042896","-0.017312875645042896"
"144","0.0836082746516021","0.0836082746516021","0.0836082746516021"
"145","0.07529064703304655","0.07529064703304655","0.07529064703304655"
"146","0.00007101421142032589","0.00007101421142032589","0.00007101421142032589"
"147","0.06103462679551269","0.06103462679551269","0.06103462679551269"
"148","0.05692629341020836","0.05692629341020836","0.05692629341020836"
"149","0.09549424319673798","0.09549424319673798","0.09549424319673798"
"150","-0.026188349983314752","-0.026188349983314752","-0.026188349983314752"
"151","0.05473501827766063","0.05473501827766063","0.05473501827766063"
"152","0.12146608178582188","0.12146608178582188","0.12146608178582188"
"153","0.05708387787845179","0.05708387787845179","0.05708387787845179"
"154","0.03677169248152421","0.03677169248152421","0.03677169248152421"
"155","0.06728838838632917","0.06728838838632917","0.06728838838632917"
"156","0.07664549273504694","0.07664549273504694","0.07664549273504694"
"157","-0.011735123526050767","-0.011735123526050767","-0.011735123526050767"
"158","0.0165116191625832","0.0165116191625832","0.0165116191625832"
"159","0.07671966213887949","0.07671966213887949","0.07671966213887949"
"160","0.029663620718266635","0.029663620718266635","0.029663620718266635"
"161","0.03729811895903366","0.03729811895903366","0.03729811895903366"
"162","0.05490289089030269","0.05490289089030269","0.05490289089030269"
"163","0.0717711671142422","0.0717711671142422","0.0717711671142422"
"164","0.10198076934798928","0.10198076934798928","0.10198076934798928"
"165","0.026996140019059523","0.026996140019059523","0.026996140019059523"
"166","0.07828345013650151","0.07828345013650151","0.07828345013650151"
"167","0.03828853048275769","0.03828853048275769","0.03828853048275769"
"168","-0.0005532388705231118","-0.0005532388705231118","-0.0005532388705231118"
"169","0.06594185835103178","0.06594185835103178","0.06594185835103178"
"170","0.07700949697340528","0.07700949697340528","0.07700949697340528"
"171","0.01897094657222984","0.01897094657222984","0.01897094657222984"
"172","0.10302877551240112","0.10302877551240112","0.10302877551240112"
"173","0.13966108343030334","0.13966108343030334","0.13966108343030334"
"174","0.006310969354450048","0.006310969354450048","0.006310969354450048"
"175","0.07310682692686996","0.07310682692686996","0.07310682692686996"
"176","0.02688037354016998","0.02688037354016998","0.02688037354016998"
"177","0.08138255155257079","0.08138255155257079","0.08138255155257079"
"178","0.06398539934841832","0.06398539934841832","0.06398539934841832"
"179","0.032043614750962374","0.032043614750962374","0.032043614750962374"
"180","0.079680024328445","0.079680024328445","0.079680024328445"
"181","0.07422496171714973","0.07422496171714973","0.07422496171714973"
"182","0.010335661828787614","0.010335661828787614","0.010335661828787614"
"183","-0.014600036681515114","-0.014600036681515114","-0.014600036681515114"
"184","0.07312243876283597","0.07312243876283597","0.07312243876283597"
"185","0.06572726650291007","0.06572726650291007","0.06572726650291007"
"186","0.01600943986369336","0.01600943986369336","0.01600943986369336"
"187","0.031976661878969366","0.031976661878969366","0.031976661878969366"
"188","0.004310844910336792","0.004310844910336792","0.004310844910336792"
"189","0.01183151781620353","0.01183151781620353","0.01183151781620353"
"190","0.04415409548737214","0.04415409548737214","0.04415409548737214"
"191","0.05283930468401454","0.05283930468401454","0.05283930468401454"
"192","-0.03922800459900186","-0.03922800459900186","-0.03922800459900186"
"193","-0.009043672906160649","-0.009043672906160649","-0.009043672906160649"
"194","0.05767066856894434","0.05767066856894434","0.05767066856894434"
"195","0.0436485063494376","0.0436485063494376","0.0436485063494376"
"196","0.016567131311971815","0.016567131311971815","0.016567131311971815"
"197","0.019256167226439466","0.019256167226439466","0.019256167226439466"
"198","-0.04690929571673103","-0.04690929571673103","-0.04690929571673103"
"199","-0.03857626335983161","-0.03857626335983161","-0.03857626335983161"
"200","0.0891117398858829","0.0891117398858829","0.0891117398858829"
"201","-0.035945574718086334","-0.035945574718086334","-0.035945574718086334"
"202","0.031129976695262872","0.031129976695262872","0.031129976695262872"
"203","-0.005667143567161633","-0.005667143567161633","-0.005667143567161633"
"204","0.08541433861688895","0.08541433861688895","0.08541433861688895"
"205","0.07615340995716732","0.07615340995716732","0.07615340995716732"
"206","-0.007639977700877192","-0.007639977700877192","-0.007639977700877192"
"207","0.08390143751104562","0.08390143751104562","0.08390143751104562"
"208","0.019081904249880096","0.019081904249880096","0.019081904249880096"
"209","0.07692245968733434","0.07692245968733434","0.07692245968733434"
"210","0.015938768447574234","0.015938768447574234","0.015938768447574234"
"211","0.10132449342955632","0.10132449342955632","0.10132449342955632"
"212","0.043986331164228634","0.043986331164228634","0.043986331164228634"
"213","0.07390614508709191","0.07390614508709191","0.07390614508709191"
"214","0.05131745601867463","0.05131745601867463","0.05131745601867463"
"215","0.07752314496371202","0.07752314496371202","0.07752314496371202"
"216","0.05053621009204462","0.05053621009204462","0.05053621009204462"
"217","0.024081742429422435","0.024081742429422435","0.024081742429422435"
"218","0.04371377148705169","0.04371377148705169","0.04371377148705169"
"219","0.04278211408225975","0.04278211408225975","0.04278211408225975"
"220","0.030804975202354864","0.030804975202354864","0.030804975202354864"
"221","0.09507469821991611","0.09507469821991611","0.09507469821991611"
"222","0.058213693699523714","0.058213693699523714","0.058213693699523714"
"223","0.005117220926336316","0.005117220926336316","0.005117220926336316"
"224","0.07086441376371214","0.07086441376371214","0.07086441376371214"
"225","0.06322641410908462","0.06322641410908462","0.06322641410908462"
"226","0.10829487000906374","0.10829487000906374","0.10829487000906374"
"227","0.05312863619805823","0.05312863619805823","0.05312863619805823"
"228","-0.02984417446872644","-0.02984417446872644","-0.02984417446872644"
"229","0.06302061423714868","0.06302061423714868","0.06302061423714868"
"230","0.062089472008765245","0.062089472008765245","0.062089472008765245"
"231","0.03924665029584563","0.03924665029584563","0.03924665029584563"
"232","0.023061182103324286","0.023061182103324286","0.023061182103324286"
"233","0.012964266224236628","0.012964266224236628","0.012964266224236628"
"234","0.07175024247194993","0.07175024247194993","0.07175024247194993"
"235","0.0036418653502994385","0.0036418653502994385","0.0036418653502994385"
"236","0.02963047367819094","0.02963047367819094","0.02963047367819094"
"237","-0.02077820470942835","-0.02077820470942835","-0.02077820470942835"
"238","0.01776765160681007","0.01776765160681007","0.01776765160681007"
"239","0.07917918000505482","0.07917918000505482","0.07917918000505482"
"240","0.07386675652939996","0.07386675652939996","0.07386675652939996"
"241","0.03934940551184798","0.03934940551184798","0.03934940551184798"
"242","0.05075213355868602","0.05075213355868602","0.05075213355868602"
"243","0.023168113489283174","0.023168113489283174","0.023168113489283174"
"244","0.09400241444455838","0.09400241444455838","0.09400241444455838"
"245","0.07922032381691858","0.07922032381691858","0.07922032381691858"
"246","0.10351565674250698","0.10351565674250698","0.10351565674250698"
"247","0.052709410005727826","0.052709410005727826","0.052709410005727826"
"248","0.014572502654194021","0.014572502654194021","0.014572502654194021"
"249","0.016271755318561062","0.016271755318561062","0.016271755318561062"
"250","0.09137056111314848","0.09137056111314848","0.09137056111314848"
"251","0.08277851608471883","0.08277851608471883","0.08277851608471883"
"252","0.013625971539114141","0.013625971539114141","0.013625971539114141"
"253","0.007938281762096539","0.007938281762096539","0.007938281762096539"
"254","-0.010298978433146571","-0.010298978433146571","-0.010298978433146571"
"255","0.023520863482887927","0.023520863482887927","0.023520863482887927"
"256","0.05130959099324584","0.05130959099324584","0.05130959099324584"
"257","0.0005199357573463137","0.0005199357573463137","0.0005199357573463137"
"258","0.05817506819510744","0.05817506819510744","0.05817506819510744"
"259","0.057577430145402425","0.057577430145402425","0.057577430145402425"
"260","0.06357307592320975","0.06357307592320975","0.06357307592320975"
"261","0.06385163137954124","0.06385163137954124","0.06385163137954124"
"262","0.029964162213695997","0.029964162213695997","0.029964162213695997"
"263","0.05088539064105657","0.05088539064105657","0.05088539064105657"
"264","0.10751350856622986","0.10751350856622986","0.10751350856622986"
"265","0.009839639957398519","0.009839639957398519","0.009839639957398519"
"266","0.061872624087188494","0.061872624087188494","0.061872624087188494"
"267","0.019686332404824616","0.019686332404824616","0.019686332404824616"
"268","0.04432468177368922","0.04432468177368922","0.04432468177368922"
"269","0.05637750760156403","0.05637750760156403","0.05637750760156403"
"270","0.0593257832297221","0.0593257832297221","0.0593257832297221"
