"Step","greedy 5 5  - mean_reward","greedy 5 5  - mean_reward__MIN","greedy 5 5  - mean_reward__MAX"
"417","0.04184447419075834","0.04184447419075834","0.04184447419075834"
"418","0.003950084062740893","0.003950084062740893","0.003950084062740893"
"419","-0.08418351986787145","-0.08418351986787145","-0.08418351986787145"
"420","-0.022890096892006637","-0.022890096892006637","-0.022890096892006637"
"421","0.04037307967235281","0.04037307967235281","0.04037307967235281"
"422","-0.10087095956843341","-0.10087095956843341","-0.10087095956843341"
"423","0.02016648352801145","0.02016648352801145","0.02016648352801145"
"424","-0.006521490871333087","-0.006521490871333087","-0.006521490871333087"
"425","0.0006819331301039908","0.0006819331301039908","0.0006819331301039908"
"426","0.025402384182631164","0.025402384182631164","0.025402384182631164"
"427","-0.02792815451712777","-0.02792815451712777","-0.02792815451712777"
"428","-0.010470771919163754","-0.010470771919163754","-0.010470771919163754"
"429","0.015746020227389503","0.015746020227389503","0.015746020227389503"
"430","-0.03313869128601441","-0.03313869128601441","-0.03313869128601441"
"431","0.012015052873359956","0.012015052873359956","0.012015052873359956"
"432","-0.046728581738096395","-0.046728581738096395","-0.046728581738096395"
"433","0.005235966997608501","0.005235966997608501","0.005235966997608501"
"434","0.040066187898084776","0.040066187898084776","0.040066187898084776"
"435","-0.11269709637856055","-0.11269709637856055","-0.11269709637856055"
"436","-0.06399868870324088","-0.06399868870324088","-0.06399868870324088"
"437","-0.0036989743267454864","-0.0036989743267454864","-0.0036989743267454864"
"438","-0.0006650238089071738","-0.0006650238089071738","-0.0006650238089071738"
"439","0.039106139693844355","0.039106139693844355","0.039106139693844355"
"440","-0.11730812450431032","-0.11730812450431032","-0.11730812450431032"
"441","0.01831357659243644","0.01831357659243644","0.01831357659243644"
"442","0.02629337846432268","0.02629337846432268","0.02629337846432268"
"443","-0.021977383245011757","-0.021977383245011757","-0.021977383245011757"
"444","0.0005698278268034632","0.0005698278268034632","0.0005698278268034632"
"445","0.019061333382350647","0.019061333382350647","0.019061333382350647"
"446","0.012008151308678794","0.012008151308678794","0.012008151308678794"
"447","0.0678382932574885","0.0678382932574885","0.0678382932574885"
"448","-0.002051749628458935","-0.002051749628458935","-0.002051749628458935"
"449","0.07062616574565839","0.07062616574565839","0.07062616574565839"
"450","0.10322554061893378","0.10322554061893378","0.10322554061893378"
"451","-0.05250624413611131","-0.05250624413611131","-0.05250624413611131"
"452","-0.00022883764371475768","-0.00022883764371475768","-0.00022883764371475768"
"453","0.04222938807244206","0.04222938807244206","0.04222938807244206"
"454","0.01826007102795747","0.01826007102795747","0.01826007102795747"
"455","-0.03873022595267562","-0.03873022595267562","-0.03873022595267562"
"456","0.0341933885031824","0.0341933885031824","0.0341933885031824"
"457","-0.04448675806103285","-0.04448675806103285","-0.04448675806103285"
"458","-0.017581542914862774","-0.017581542914862774","-0.017581542914862774"
"459","-0.00017304156321074795","-0.00017304156321074795","-0.00017304156321074795"
"460","0.04647575527894972","0.04647575527894972","0.04647575527894972"
"461","0.07854443752587631","0.07854443752587631","0.07854443752587631"
"462","-0.027720172068597042","-0.027720172068597042","-0.027720172068597042"
"463","0.014584259588571527","0.014584259588571527","0.014584259588571527"
"464","-0.07771369559136322","-0.07771369559136322","-0.07771369559136322"
"465","0.05476636017318007","0.05476636017318007","0.05476636017318007"
"466","-0.0561812634005793","-0.0561812634005793","-0.0561812634005793"
"467","0.007829701011119412","0.007829701011119412","0.007829701011119412"
"468","-0.05295705490939562","-0.05295705490939562","-0.05295705490939562"
"469","-0.0009165908157850848","-0.0009165908157850848","-0.0009165908157850848"
"470","-0.014396876601146393","-0.014396876601146393","-0.014396876601146393"
"471","0.03326107652383122","0.03326107652383122","0.03326107652383122"
"472","-0.08234560188313854","-0.08234560188313854","-0.08234560188313854"
"473","-0.009820859212860978","-0.009820859212860978","-0.009820859212860978"
"474","0.026595406224358575","0.026595406224358575","0.026595406224358575"
"475","-0.07141550462075391","-0.07141550462075391","-0.07141550462075391"
"476","0.035198219722252545","0.035198219722252545","0.035198219722252545"
"477","0.03817185569555373","0.03817185569555373","0.03817185569555373"
"478","-0.04715458519350539","-0.04715458519350539","-0.04715458519350539"
"479","-0.013786361837681962","-0.013786361837681962","-0.013786361837681962"
"480","-0.003990580628431391","-0.003990580628431391","-0.003990580628431391"
"481","0.02338643992970909","0.02338643992970909","0.02338643992970909"
"482","-0.024863567478646046","-0.024863567478646046","-0.024863567478646046"
"483","-0.08493410481120559","-0.08493410481120559","-0.08493410481120559"
"484","0.01919505916032817","0.01919505916032817","0.01919505916032817"
"485","-0.06821424408391283","-0.06821424408391283","-0.06821424408391283"
"486","-0.038611595336867865","-0.038611595336867865","-0.038611595336867865"
"487","0.018496894110518927","0.018496894110518927","0.018496894110518927"
"488","0.05406532433380665","0.05406532433380665","0.05406532433380665"
"489","-0.08383453577759367","-0.08383453577759367","-0.08383453577759367"
"490","-0.03933662989596301","-0.03933662989596301","-0.03933662989596301"
"491","-0.05819462838762951","-0.05819462838762951","-0.05819462838762951"
"492","0.02692227334798943","0.02692227334798943","0.02692227334798943"
"493","-0.011889007954105756","-0.011889007954105756","-0.011889007954105756"
"494","0.01750740830002334","0.01750740830002334","0.01750740830002334"
"495","-0.0678903542609197","-0.0678903542609197","-0.0678903542609197"
"496","-0.01364871306836515","-0.01364871306836515","-0.01364871306836515"
"497","0.025470881241903914","0.025470881241903914","0.025470881241903914"
"498","-0.0205148633525785","-0.0205148633525785","-0.0205148633525785"
"499","0.0486293641965882","0.0486293641965882","0.0486293641965882"
