"Step","greedy 5 5  - mean_reward","greedy 5 5  - mean_reward__MIN","greedy 5 5  - mean_reward__MAX"
"49","-0.08760913824093093","-0.08760913824093093","-0.08760913824093093"
"50","0.10931119470150917","0.10931119470150917","0.10931119470150917"
"51","0.053694380096269416","0.053694380096269416","0.053694380096269416"
"52","-0.07122791477703674","-0.07122791477703674","-0.07122791477703674"
"53","-0.12155095775329931","-0.12155095775329931","-0.12155095775329931"
"54","-0.14450031453322906","-0.14450031453322906","-0.14450031453322906"
"55","-0.10529765223909097","-0.10529765223909097","-0.10529765223909097"
"56","-0.19729184881483705","-0.19729184881483705","-0.19729184881483705"
"57","-0.0983497864491919","-0.0983497864491919","-0.0983497864491919"
"58","0.00982607862409975","0.00982607862409975","0.00982607862409975"
"59","-0.058977859793613724","-0.058977859793613724","-0.058977859793613724"
"60","-0.08994567277474973","-0.08994567277474973","-0.08994567277474973"
"61","-0.10529945333958655","-0.10529945333958655","-0.10529945333958655"
"62","0.043350557027385994","0.043350557027385994","0.043350557027385994"
"63","-0.07574993315489592","-0.07574993315489592","-0.07574993315489592"
"64","-0.0772859026259534","-0.0772859026259534","-0.0772859026259534"
"65","-0.10323664097165791","-0.10323664097165791","-0.10323664097165791"
"66","-0.05067089430801058","-0.05067089430801058","-0.05067089430801058"
"67","-0.052110731206106584","-0.052110731206106584","-0.052110731206106584"
"68","-0.04379295134666057","-0.04379295134666057","-0.04379295134666057"
"69","-0.0738656087086803","-0.0738656087086803","-0.0738656087086803"
"70","-0.008039321212482676","-0.008039321212482676","-0.008039321212482676"
"71","-0.10496309244278658","-0.10496309244278658","-0.10496309244278658"
"72","-0.05133807606037217","-0.05133807606037217","-0.05133807606037217"
"73","-0.13456830390316202","-0.13456830390316202","-0.13456830390316202"
"74","-0.10377523022120358","-0.10377523022120358","-0.10377523022120358"
"75","-0.09148078437493609","-0.09148078437493609","-0.09148078437493609"
"76","-0.10560271862454543","-0.10560271862454543","-0.10560271862454543"
"77","-0.12765178658481","-0.12765178658481","-0.12765178658481"
"78","-0.05729965787061227","-0.05729965787061227","-0.05729965787061227"
"79","-0.050838137272765316","-0.050838137272765316","-0.050838137272765316"
"80","-0.17201715259832148","-0.17201715259832148","-0.17201715259832148"
"81","-0.0811639009102205","-0.0811639009102205","-0.0811639009102205"
"82","-0.05636450947519721","-0.05636450947519721","-0.05636450947519721"
"83","-0.07540352489474511","-0.07540352489474511","-0.07540352489474511"
"84","-0.11422350635719693","-0.11422350635719693","-0.11422350635719693"
"85","-0.02006388221590426","-0.02006388221590426","-0.02006388221590426"
"86","-0.13380570683171666","-0.13380570683171666","-0.13380570683171666"
"87","-0.0976851122643889","-0.0976851122643889","-0.0976851122643889"
"88","-0.10017010706182441","-0.10017010706182441","-0.10017010706182441"
"89","-0.11374670692022944","-0.11374670692022944","-0.11374670692022944"
"90","-0.09614659057286486","-0.09614659057286486","-0.09614659057286486"
"91","-0.05063786049680423","-0.05063786049680423","-0.05063786049680423"
"92","-0.04512793888401454","-0.04512793888401454","-0.04512793888401454"
"93","-0.10446724536011207","-0.10446724536011207","-0.10446724536011207"
"94","-0.04124491938406069","-0.04124491938406069","-0.04124491938406069"
"95","-0.1428342308569667","-0.1428342308569667","-0.1428342308569667"
"96","-0.07930024013850022","-0.07930024013850022","-0.07930024013850022"
"97","-0.09588078268930378","-0.09588078268930378","-0.09588078268930378"
"98","-0.07413886607184399","-0.07413886607184399","-0.07413886607184399"
"99","-0.049996260193304165","-0.049996260193304165","-0.049996260193304165"
"100","-0.10427466686339995","-0.10427466686339995","-0.10427466686339995"
"101","0.10411005377559963","0.10411005377559963","0.10411005377559963"
"102","-0.0403666319860692","-0.0403666319860692","-0.0403666319860692"
"103","-0.09377364628178031","-0.09377364628178031","-0.09377364628178031"
"104","-0.15893117162058387","-0.15893117162058387","-0.15893117162058387"
"105","-0.11082269484116139","-0.11082269484116139","-0.11082269484116139"
"106","-0.09803957830158364","-0.09803957830158364","-0.09803957830158364"
"107","-0.010173155932743632","-0.010173155932743632","-0.010173155932743632"
"108","-0.045873751441436884","-0.045873751441436884","-0.045873751441436884"
"109","0.07391919781488221","0.07391919781488221","0.07391919781488221"
"110","0.030215498851428702","0.030215498851428702","0.030215498851428702"
"111","-0.0660153897581356","-0.0660153897581356","-0.0660153897581356"
"112","-0.15787963482174655","-0.15787963482174655","-0.15787963482174655"
"113","-0.11377718534718287","-0.11377718534718287","-0.11377718534718287"
"114","0.007195508759611664","0.007195508759611664","0.007195508759611664"
"115","-0.030832890419158796","-0.030832890419158796","-0.030832890419158796"
"116","-0.14170521474897801","-0.14170521474897801","-0.14170521474897801"
"117","-0.022693291582806974","-0.022693291582806974","-0.022693291582806974"
"118","0.03246666391126006","0.03246666391126006","0.03246666391126006"
"119","-0.03519491513763613","-0.03519491513763613","-0.03519491513763613"
"120","0.06209549666142114","0.06209549666142114","0.06209549666142114"
"121","-0.08472290570565","-0.08472290570565","-0.08472290570565"
"122","-0.11535067613136853","-0.11535067613136853","-0.11535067613136853"
"123","-0.019208074034867285","-0.019208074034867285","-0.019208074034867285"
"124","0.0027731825498585197","0.0027731825498585197","0.0027731825498585197"
"125","0.08540907564035119","0.08540907564035119","0.08540907564035119"
"126","-0.08839107068769712","-0.08839107068769712","-0.08839107068769712"
"127","0.0025496866706492148","0.0025496866706492148","0.0025496866706492148"
"128","-0.015859005576595055","-0.015859005576595055","-0.015859005576595055"
"129","0.007213624864064404","0.007213624864064404","0.007213624864064404"
"130","-0.05504344571921185","-0.05504344571921185","-0.05504344571921185"
"131","-0.040181685815156055","-0.040181685815156055","-0.040181685815156055"
"132","-0.04738986684355138","-0.04738986684355138","-0.04738986684355138"
"133","-0.0933148621421892","-0.0933148621421892","-0.0933148621421892"
"134","-0.09831713227095698","-0.09831713227095698","-0.09831713227095698"
"135","-0.07780366748920631","-0.07780366748920631","-0.07780366748920631"
"136","-0.12274522134066468","-0.12274522134066468","-0.12274522134066468"
"137","0.028839093534064403","0.028839093534064403","0.028839093534064403"
"138","-0.15589976028839067","-0.15589976028839067","-0.15589976028839067"
"139","-0.07371927829939671","-0.07371927829939671","-0.07371927829939671"
"140","-0.0003855471403935634","-0.0003855471403935634","-0.0003855471403935634"
"141","-0.06718223561939168","-0.06718223561939168","-0.06718223561939168"
"142","-0.12732070282101385","-0.12732070282101385","-0.12732070282101385"
"143","0.00413972316910613","0.00413972316910613","0.00413972316910613"
"144","-0.06803049147863448","-0.06803049147863448","-0.06803049147863448"
"145","-0.08354272561464214","-0.08354272561464214","-0.08354272561464214"
"146","-0.14812637388836009","-0.14812637388836009","-0.14812637388836009"
"147","-0.0797505901154626","-0.0797505901154626","-0.0797505901154626"
"148","-0.09068426609076187","-0.09068426609076187","-0.09068426609076187"
"149","-0.08839251580540848","-0.08839251580540848","-0.08839251580540848"
"150","-0.17320426372552863","-0.17320426372552863","-0.17320426372552863"
"151","-0.009547602635685673","-0.009547602635685673","-0.009547602635685673"
"152","-0.14196112271363753","-0.14196112271363753","-0.14196112271363753"
"153","-0.11976129937676792","-0.11976129937676792","-0.11976129937676792"
"154","-0.1504888497485435","-0.1504888497485435","-0.1504888497485435"
"155","-0.052008436804329046","-0.052008436804329046","-0.052008436804329046"
"156","-0.042708934728107224","-0.042708934728107224","-0.042708934728107224"
"157","-0.08553704225199459","-0.08553704225199459","-0.08553704225199459"
"158","-0.09338545738038577","-0.09338545738038577","-0.09338545738038577"
"159","-0.13825598383129953","-0.13825598383129953","-0.13825598383129953"
"160","0.01826205813706547","0.01826205813706547","0.01826205813706547"
"161","-0.033822955702528565","-0.033822955702528565","-0.033822955702528565"
"162","-0.10385059960183969","-0.10385059960183969","-0.10385059960183969"
"163","0.0024469330397426797","0.0024469330397426797","0.0024469330397426797"
"164","-0.1701557585863373","-0.1701557585863373","-0.1701557585863373"
"165","-0.13282841968025144","-0.13282841968025144","-0.13282841968025144"
"166","-0.16512802238944868","-0.16512802238944868","-0.16512802238944868"
"167","-0.0636147749026227","-0.0636147749026227","-0.0636147749026227"
"168","-0.1430403786493502","-0.1430403786493502","-0.1430403786493502"
"169","-0.08214115527890457","-0.08214115527890457","-0.08214115527890457"
"170","-0.12253922141597659","-0.12253922141597659","-0.12253922141597659"
"171","-0.139530701603221","-0.139530701603221","-0.139530701603221"
"172","-0.05586073822168158","-0.05586073822168158","-0.05586073822168158"
"173","0.02968768986881289","0.02968768986881289","0.02968768986881289"
"174","-0.08477375645446034","-0.08477375645446034","-0.08477375645446034"
"175","-0.0014794327915386098","-0.0014794327915386098","-0.0014794327915386098"
"176","-0.06653105581573356","-0.06653105581573356","-0.06653105581573356"
"177","-0.07802563739483667","-0.07802563739483667","-0.07802563739483667"
"178","0.1269116088943264","0.1269116088943264","0.1269116088943264"
"179","-0.0035045850653787347","-0.0035045850653787347","-0.0035045850653787347"
"180","-0.06360490113808104","-0.06360490113808104","-0.06360490113808104"
"181","-0.024632122209399712","-0.024632122209399712","-0.024632122209399712"
"182","-0.04156932193155542","-0.04156932193155542","-0.04156932193155542"
"183","-0.031673662130988885","-0.031673662130988885","-0.031673662130988885"
"184","-0.04362081332167633","-0.04362081332167633","-0.04362081332167633"
"185","0.06619227506426976","0.06619227506426976","0.06619227506426976"
"186","-0.14532776995230884","-0.14532776995230884","-0.14532776995230884"
"187","-0.04098055659047175","-0.04098055659047175","-0.04098055659047175"
"188","-0.16201114707338665","-0.16201114707338665","-0.16201114707338665"
"189","-0.15713284303852817","-0.15713284303852817","-0.15713284303852817"
"190","-0.10351214171177375","-0.10351214171177375","-0.10351214171177375"
"191","-0.10197303837900214","-0.10197303837900214","-0.10197303837900214"
"192","-0.08831826259807382","-0.08831826259807382","-0.08831826259807382"
"193","-0.16844248238973256","-0.16844248238973256","-0.16844248238973256"
"194","-0.15913934786743042","-0.15913934786743042","-0.15913934786743042"
"195","-0.12036540547070544","-0.12036540547070544","-0.12036540547070544"
"196","-0.2024789903398614","-0.2024789903398614","-0.2024789903398614"
"197","-0.1213685567646706","-0.1213685567646706","-0.1213685567646706"
"198","-0.17480185672589404","-0.17480185672589404","-0.17480185672589404"
"199","-0.172313479762097","-0.172313479762097","-0.172313479762097"
"200","0.059914270171773136","0.059914270171773136","0.059914270171773136"
"201","0.049185502750200144","0.049185502750200144","0.049185502750200144"
"202","0.02445771625419786","0.02445771625419786","0.02445771625419786"
"203","0.01783354797349565","0.01783354797349565","0.01783354797349565"
"204","-0.08089388108084176","-0.08089388108084176","-0.08089388108084176"
"205","-0.004746092618515678","-0.004746092618515678","-0.004746092618515678"
"206","-0.02222480768555561","-0.02222480768555561","-0.02222480768555561"
"207","0.02966033200762551","0.02966033200762551","0.02966033200762551"
"208","-0.029023345110076947","-0.029023345110076947","-0.029023345110076947"
"209","-0.06253305325657377","-0.06253305325657377","-0.06253305325657377"
"210","-0.04107554807476652","-0.04107554807476652","-0.04107554807476652"
"211","0.02595469160822567","0.02595469160822567","0.02595469160822567"
"212","0.006531132372903138","0.006531132372903138","0.006531132372903138"
"213","-0.010330815686000491","-0.010330815686000491","-0.010330815686000491"
"214","-0.052677312230094815","-0.052677312230094815","-0.052677312230094815"
"215","-0.01291639878861223","-0.01291639878861223","-0.01291639878861223"
"216","-0.04245944881463908","-0.04245944881463908","-0.04245944881463908"
"217","0.036976322054692104","0.036976322054692104","0.036976322054692104"
"218","-0.0064488527998964925","-0.0064488527998964925","-0.0064488527998964925"
"219","0.008610139737784451","0.008610139737784451","0.008610139737784451"
"220","-0.021701973747297123","-0.021701973747297123","-0.021701973747297123"
"221","-0.02837374196426002","-0.02837374196426002","-0.02837374196426002"
"222","0.012422786489947093","0.012422786489947093","0.012422786489947093"
"223","0.007738334208893232","0.007738334208893232","0.007738334208893232"
"224","-0.09308295334955423","-0.09308295334955423","-0.09308295334955423"
"225","0.0955813817581467","0.0955813817581467","0.0955813817581467"
"226","0.008419105428637882","0.008419105428637882","0.008419105428637882"
"227","-0.008266116225543468","-0.008266116225543468","-0.008266116225543468"
"228","0.013449672052713755","0.013449672052713755","0.013449672052713755"
"229","0.029690596847420328","0.029690596847420328","0.029690596847420328"
"230","-0.0017780301337112418","-0.0017780301337112418","-0.0017780301337112418"
"231","0.07709212278255596","0.07709212278255596","0.07709212278255596"
"232","-0.03949794039602344","-0.03949794039602344","-0.03949794039602344"
"233","-0.00810220205643141","-0.00810220205643141","-0.00810220205643141"
"234","0.016083158083081656","0.016083158083081656","0.016083158083081656"
"235","0.005504074691038327","0.005504074691038327","0.005504074691038327"
"236","-0.025281522756788417","-0.025281522756788417","-0.025281522756788417"
"237","-0.026325464573059853","-0.026325464573059853","-0.026325464573059853"
"238","-0.029815537385064938","-0.029815537385064938","-0.029815537385064938"
"239","-0.018792397987301358","-0.018792397987301358","-0.018792397987301358"
"240","0.023042241699104953","0.023042241699104953","0.023042241699104953"
"241","0.012339842832177851","0.012339842832177851","0.012339842832177851"
"242","0.014037263585576476","0.014037263585576476","0.014037263585576476"
"243","-0.0006975223141774965","-0.0006975223141774965","-0.0006975223141774965"
"244","-0.006421075852168587","-0.006421075852168587","-0.006421075852168587"
"245","-0.007618297622120471","-0.007618297622120471","-0.007618297622120471"
"246","0.0807291721800136","0.0807291721800136","0.0807291721800136"
"247","-0.03114695757666027","-0.03114695757666027","-0.03114695757666027"
"248","-0.03432700488134054","-0.03432700488134054","-0.03432700488134054"
"249","-0.05968116168430773","-0.05968116168430773","-0.05968116168430773"
"250","-0.058639241534155694","-0.058639241534155694","-0.058639241534155694"
"251","-0.07764482610530471","-0.07764482610530471","-0.07764482610530471"
"252","0.006310816355670386","0.006310816355670386","0.006310816355670386"
"253","-0.049261980830869335","-0.049261980830869335","-0.049261980830869335"
"254","-0.08724066348843973","-0.08724066348843973","-0.08724066348843973"
"255","-0.007389023989312082","-0.007389023989312082","-0.007389023989312082"
"256","-0.02517964404860629","-0.02517964404860629","-0.02517964404860629"
"257","0.09248119591842857","0.09248119591842857","0.09248119591842857"
"258","-0.04896909512297844","-0.04896909512297844","-0.04896909512297844"
"259","0.02667964345450447","0.02667964345450447","0.02667964345450447"
"260","0.04381629809005306","0.04381629809005306","0.04381629809005306"
"261","0.06590191452023117","0.06590191452023117","0.06590191452023117"
"262","-0.0472442868634555","-0.0472442868634555","-0.0472442868634555"
"263","-0.006641849054172055","-0.006641849054172055","-0.006641849054172055"
"264","-0.10966977487057229","-0.10966977487057229","-0.10966977487057229"
"265","0.034269729513088744","0.034269729513088744","0.034269729513088744"
"266","0.02482771885901404","0.02482771885901404","0.02482771885901404"
"267","0.031786476482645154","0.031786476482645154","0.031786476482645154"
"268","-0.05735734018267448","-0.05735734018267448","-0.05735734018267448"
"269","0.020829004564855855","0.020829004564855855","0.020829004564855855"
"270","-0.03506880941737303","-0.03506880941737303","-0.03506880941737303"
"271","-0.05842191079164686","-0.05842191079164686","-0.05842191079164686"
"272","-0.03835689123214871","-0.03835689123214871","-0.03835689123214871"
"273","-0.07100537334656754","-0.07100537334656754","-0.07100537334656754"
"274","0.001652972636972846","0.001652972636972846","0.001652972636972846"
"275","0.01530187311109089","0.01530187311109089","0.01530187311109089"
"276","-0.03251002850493042","-0.03251002850493042","-0.03251002850493042"
"277","-0.04590323307290248","-0.04590323307290248","-0.04590323307290248"
"278","0.04501862306622842","0.04501862306622842","0.04501862306622842"
"279","-0.020909970049823683","-0.020909970049823683","-0.020909970049823683"
"280","-0.08073228138516406","-0.08073228138516406","-0.08073228138516406"
"281","-0.020145973545441016","-0.020145973545441016","-0.020145973545441016"
"282","0.03298798937918293","0.03298798937918293","0.03298798937918293"
"283","-0.013210538652476322","-0.013210538652476322","-0.013210538652476322"
"284","-0.06478806054763278","-0.06478806054763278","-0.06478806054763278"
"285","0.027062238894151287","0.027062238894151287","0.027062238894151287"
"286","0.005434526105056985","0.005434526105056985","0.005434526105056985"
"287","0.07376448597065098","0.07376448597065098","0.07376448597065098"
"288","0.00575821661706004","0.00575821661706004","0.00575821661706004"
"289","0.024061230498294662","0.024061230498294662","0.024061230498294662"
"290","-0.13454730974728668","-0.13454730974728668","-0.13454730974728668"
"291","-0.04097999698213534","-0.04097999698213534","-0.04097999698213534"
"292","-0.1059187229366899","-0.1059187229366899","-0.1059187229366899"
"293","-0.008233911236297027","-0.008233911236297027","-0.008233911236297027"
"294","-0.10044665444584891","-0.10044665444584891","-0.10044665444584891"
"295","0.07416085799535113","0.07416085799535113","0.07416085799535113"
"296","-0.09187653890092082","-0.09187653890092082","-0.09187653890092082"
"297","-0.08865391445152036","-0.08865391445152036","-0.08865391445152036"
"298","-0.034615043283746656","-0.034615043283746656","-0.034615043283746656"
"299","-0.13683661312347137","-0.13683661312347137","-0.13683661312347137"
"300","-0.036643000798255755","-0.036643000798255755","-0.036643000798255755"
"301","-0.04137613887518966","-0.04137613887518966","-0.04137613887518966"
"302","-0.08043221749657982","-0.08043221749657982","-0.08043221749657982"
"303","0.0422759313846991","0.0422759313846991","0.0422759313846991"
"304","-0.08782997121190667","-0.08782997121190667","-0.08782997121190667"
"305","-0.05469288717431436","-0.05469288717431436","-0.05469288717431436"
"306","-0.0574529825033365","-0.0574529825033365","-0.0574529825033365"
"307","-0.1162495626089614","-0.1162495626089614","-0.1162495626089614"
"308","-0.02600069088592337","-0.02600069088592337","-0.02600069088592337"
"309","-0.019090535893962098","-0.019090535893962098","-0.019090535893962098"
"310","-0.11614097376719063","-0.11614097376719063","-0.11614097376719063"
"311","-0.10421077597311246","-0.10421077597311246","-0.10421077597311246"
"312","-0.08176635166809446","-0.08176635166809446","-0.08176635166809446"
"313","-0.09303827126176281","-0.09303827126176281","-0.09303827126176281"
"314","-0.1259347548959127","-0.1259347548959127","-0.1259347548959127"
"315","-0.049766608507760976","-0.049766608507760976","-0.049766608507760976"
"316","-0.02046337234278327","-0.02046337234278327","-0.02046337234278327"
"317","-0.1193276558979473","-0.1193276558979473","-0.1193276558979473"
"318","0.12578408119056664","0.12578408119056664","0.12578408119056664"
"319","-0.03004239392262053","-0.03004239392262053","-0.03004239392262053"
"320","-0.0493487345498832","-0.0493487345498832","-0.0493487345498832"
"321","-0.03325847330199768","-0.03325847330199768","-0.03325847330199768"
"322","-0.025300955485022685","-0.025300955485022685","-0.025300955485022685"
"323","0.0006722434361176548","0.0006722434361176548","0.0006722434361176548"
"324","0.08450453017879289","0.08450453017879289","0.08450453017879289"
"325","-0.05464203797182135","-0.05464203797182135","-0.05464203797182135"
"326","-0.002923656990293816","-0.002923656990293816","-0.002923656990293816"
"327","-0.04077437206360272","-0.04077437206360272","-0.04077437206360272"
"328","-0.04534564523022679","-0.04534564523022679","-0.04534564523022679"
"329","0.02171724000111022","0.02171724000111022","0.02171724000111022"
"330","-0.0014829669604196369","-0.0014829669604196369","-0.0014829669604196369"
"331","0.026143450596679295","0.026143450596679295","0.026143450596679295"
"332","0.005678275770072513","0.005678275770072513","0.005678275770072513"
"333","0.08025568534543115","0.08025568534543115","0.08025568534543115"
"334","-0.024766889279005257","-0.024766889279005257","-0.024766889279005257"
"335","-0.02915902702003947","-0.02915902702003947","-0.02915902702003947"
"336","-0.016598934177569937","-0.016598934177569937","-0.016598934177569937"
"337","0.019376664676184662","0.019376664676184662","0.019376664676184662"
"338","-0.06848755424900596","-0.06848755424900596","-0.06848755424900596"
"339","-0.05930339757586422","-0.05930339757586422","-0.05930339757586422"
"340","-0.004844405843931794","-0.004844405843931794","-0.004844405843931794"
"341","0.02058646243760151","0.02058646243760151","0.02058646243760151"
"342","-0.002914805099167233","-0.002914805099167233","-0.002914805099167233"
"343","0.016727275940935166","0.016727275940935166","0.016727275940935166"
"344","-0.0722386275498683","-0.0722386275498683","-0.0722386275498683"
"345","-0.03007404591644351","-0.03007404591644351","-0.03007404591644351"
"346","-0.14068094260885958","-0.14068094260885958","-0.14068094260885958"
"347","0.013629270413931097","0.013629270413931097","0.013629270413931097"
"348","0.026764486370934842","0.026764486370934842","0.026764486370934842"
"349","-0.04775891948611275","-0.04775891948611275","-0.04775891948611275"
"350","-0.05493258868810966","-0.05493258868810966","-0.05493258868810966"
"351","-0.02004292769292323","-0.02004292769292323","-0.02004292769292323"
"352","0.0894468064250251","0.0894468064250251","0.0894468064250251"
"353","-0.03930370769901929","-0.03930370769901929","-0.03930370769901929"
"354","0.023885283071220384","0.023885283071220384","0.023885283071220384"
"355","0.0183386453101438","0.0183386453101438","0.0183386453101438"
"356","0.041865113572856986","0.041865113572856986","0.041865113572856986"
"357","0.023204431258993588","0.023204431258993588","0.023204431258993588"
"358","0.10042936769362755","0.10042936769362755","0.10042936769362755"
"359","-0.023720293257877237","-0.023720293257877237","-0.023720293257877237"
"360","-0.08366290495483139","-0.08366290495483139","-0.08366290495483139"
"361","0.01399730758382193","0.01399730758382193","0.01399730758382193"
"362","0.056757374014293684","0.056757374014293684","0.056757374014293684"
"363","-0.018296331302240863","-0.018296331302240863","-0.018296331302240863"
"364","-0.012821270029627841","-0.012821270029627841","-0.012821270029627841"
"365","0.07660083706159425","0.07660083706159425","0.07660083706159425"
"366","0.053638705454426845","0.053638705454426845","0.053638705454426845"
"367","-0.07887737114844878","-0.07887737114844878","-0.07887737114844878"
"368","-0.05610364785862517","-0.05610364785862517","-0.05610364785862517"
"369","0.04686455683840952","0.04686455683840952","0.04686455683840952"
"370","0.0341898810080868","0.0341898810080868","0.0341898810080868"
"371","-0.07188298851278911","-0.07188298851278911","-0.07188298851278911"
"372","-0.01613548047690704","-0.01613548047690704","-0.01613548047690704"
"373","0.08869447667363425","0.08869447667363425","0.08869447667363425"
"374","-0.06945134408165646","-0.06945134408165646","-0.06945134408165646"
"375","0.025748905353057072","0.025748905353057072","0.025748905353057072"
"376","-0.044784101103030986","-0.044784101103030986","-0.044784101103030986"
"377","0.006774821810362676","0.006774821810362676","0.006774821810362676"
"378","-0.030332959411446564","-0.030332959411446564","-0.030332959411446564"
"379","-0.020698255127651558","-0.020698255127651558","-0.020698255127651558"
"380","0.06933933977387909","0.06933933977387909","0.06933933977387909"
"381","-0.04373745617852969","-0.04373745617852969","-0.04373745617852969"
"382","0.023607976564323417","0.023607976564323417","0.023607976564323417"
"383","0.06371710576066243","0.06371710576066243","0.06371710576066243"
"384","0.028728569285430168","0.028728569285430168","0.028728569285430168"
"385","0.013323729081662341","0.013323729081662341","0.013323729081662341"
"386","-0.02536623598153181","-0.02536623598153181","-0.02536623598153181"
"387","-0.006274900807501539","-0.006274900807501539","-0.006274900807501539"
"388","-0.0886719972129705","-0.0886719972129705","-0.0886719972129705"
"389","0.03961940292501147","0.03961940292501147","0.03961940292501147"
"390","0.031065906409431823","0.031065906409431823","0.031065906409431823"
"391","-0.08282423061026606","-0.08282423061026606","-0.08282423061026606"
"392","-0.0675060225328639","-0.0675060225328639","-0.0675060225328639"
"393","0.09027411780296228","0.09027411780296228","0.09027411780296228"
"394","-0.01755765621817702","-0.01755765621817702","-0.01755765621817702"
"395","0.009830496985194177","0.009830496985194177","0.009830496985194177"
"396","0.07538363664772242","0.07538363664772242","0.07538363664772242"
"397","-0.033638259840329345","-0.033638259840329345","-0.033638259840329345"
"398","0.10385197851891938","0.10385197851891938","0.10385197851891938"
"399","0.04690064272198513","0.04690064272198513","0.04690064272198513"
"400","-0.03342488071032483","-0.03342488071032483","-0.03342488071032483"
"401","-0.005843152090560593","-0.005843152090560593","-0.005843152090560593"
"402","0.0721534238281333","0.0721534238281333","0.0721534238281333"
"403","0.0514880336951472","0.0514880336951472","0.0514880336951472"
"404","-0.04495488535722521","-0.04495488535722521","-0.04495488535722521"
"405","0.004478667120649518","0.004478667120649518","0.004478667120649518"
"406","-0.0030674419973650523","-0.0030674419973650523","-0.0030674419973650523"
"407","0.07015929432778192","0.07015929432778192","0.07015929432778192"
"408","0.04644863433402947","0.04644863433402947","0.04644863433402947"
"409","0.02367614472470437","0.02367614472470437","0.02367614472470437"
"410","0.0019767567239860518","0.0019767567239860518","0.0019767567239860518"
"411","0.004336130609407477","0.004336130609407477","0.004336130609407477"
"412","-0.05067955181922441","-0.05067955181922441","-0.05067955181922441"
"413","-0.03510011075740693","-0.03510011075740693","-0.03510011075740693"
"414","0.011268905245967522","0.011268905245967522","0.011268905245967522"
"415","-0.006296124285074836","-0.006296124285074836","-0.006296124285074836"
"416","-0.0019821965683448385","-0.0019821965683448385","-0.0019821965683448385"
