"Step","0 - Jain_fairness_index","0 - Jain_fairness_index__MIN","0 - Jain_fairness_index__MAX"
"62","0.44473684210526315","0.44473684210526315","0.44473684210526315"
"63","0.5360294117647059","0.5360294117647059","0.5360294117647059"
"64","0.510899182561308","0.510899182561308","0.510899182561308"
"65","0.500807537012113","0.500807537012113","0.500807537012113"
"66","0.39576470588235296","0.39576470588235296","0.39576470588235296"
"67","0.448990435706695","0.448990435706695","0.448990435706695"
"68","0.47745358090185674","0.47745358090185674","0.47745358090185674"
"69","0.4742200328407225","0.4742200328407225","0.4742200328407225"
"70","0.3995249406175772","0.3995249406175772","0.3995249406175772"
"71","0.40116175156389633","0.40116175156389633","0.40116175156389633"
"72","0.3712082262210797","0.3712082262210797","0.3712082262210797"
"73","0.37304189435336976","0.37304189435336976","0.37304189435336976"
"74","0.37408105560791705","0.37408105560791705","0.37408105560791705"
"75","0.42428734321550743","0.42428734321550743","0.42428734321550743"
"76","0.5696798493408662","0.5696798493408662","0.5696798493408662"
"77","0.506896551724138","0.506896551724138","0.506896551724138"
"78","0.4541019955654102","0.4541019955654102","0.4541019955654102"
"79","0.39669811320754716","0.39669811320754716","0.39669811320754716"
"80","0.40340651021953067","0.40340651021953067","0.40340651021953067"
"81","0.3746177370030581","0.3746177370030581","0.3746177370030581"
"82","0.33960396039603963","0.33960396039603963","0.33960396039603963"
"83","0.3266019417475728","0.3266019417475728","0.3266019417475728"
"84","0.3618374558303887","0.3618374558303887","0.3618374558303887"
"85","0.2931596091205212","0.2931596091205212","0.2931596091205212"
"86","0.33550295857988166","0.33550295857988166","0.33550295857988166"
"87","0.4289340101522843","0.4289340101522843","0.4289340101522843"
"88","0.3015846066779853","0.3015846066779853","0.3015846066779853"
"89","0.36373411534701855","0.36373411534701855","0.36373411534701855"
"90","0.34885598923283984","0.34885598923283984","0.34885598923283984"
"91","0.2821076573161486","0.2821076573161486","0.2821076573161486"
"92","0.30962128966223135","0.30962128966223135","0.30962128966223135"
"93","0.26627218934911245","0.26627218934911245","0.26627218934911245"
"94","0.3264654672083575","0.3264654672083575","0.3264654672083575"
"95","0.3405111821086262","0.3405111821086262","0.3405111821086262"
"96","0.4026022304832714","0.4026022304832714","0.4026022304832714"
"97","0.33368055555555554","0.33368055555555554","0.33368055555555554"
"98","0.3140084388185654","0.3140084388185654","0.3140084388185654"
"99","0.3571642910727682","0.3571642910727682","0.3571642910727682"
"100","0.2568888888888889","0.2568888888888889","0.2568888888888889"
"101","0.33946127946127946","0.33946127946127946","0.33946127946127946"
"102","0.22304832713754646","0.22304832713754646","0.22304832713754646"
"103","0.2272972972972973","0.2272972972972973","0.2272972972972973"
"104","0.21378708551483422","0.21378708551483422","0.21378708551483422"
"105","0.4237354085603113","0.4237354085603113","0.4237354085603113"
"106","0.3094199305899851","0.3094199305899851","0.3094199305899851"
"107","0.35714285714285715","0.35714285714285715","0.35714285714285715"
"108","0.3896335078534031","0.3896335078534031","0.3896335078534031"
"109","0.4180887372013652","0.4180887372013652","0.4180887372013652"
"110","0.4794520547945205","0.4794520547945205","0.4794520547945205"
"111","0.399774943735934","0.399774943735934","0.399774943735934"
"112","0.353133514986376","0.353133514986376","0.353133514986376"
"113","0.42874015748031497","0.42874015748031497","0.42874015748031497"
"114","0.3938517179023508","0.3938517179023508","0.3938517179023508"
"115","0.4226130653266332","0.4226130653266332","0.4226130653266332"
"116","0.4325017325017325","0.4325017325017325","0.4325017325017325"
"117","0.4179591836734694","0.4179591836734694","0.4179591836734694"
"118","0.30644048303622773","0.30644048303622773","0.30644048303622773"
"119","0.3167123287671233","0.3167123287671233","0.3167123287671233"
"120","0.39882005899705014","0.39882005899705014","0.39882005899705014"
"121","0.34663755458515283","0.34663755458515283","0.34663755458515283"
"122","0.3782305005820722","0.3782305005820722","0.3782305005820722"
"123","0.36076662908680945","0.36076662908680945","0.36076662908680945"
"124","0.4489469250210615","0.4489469250210615","0.4489469250210615"
"125","0.48424591738712774","0.48424591738712774","0.48424591738712774"
"126","0.3604597701149425","0.3604597701149425","0.3604597701149425"
"127","0.3776551724137931","0.3776551724137931","0.3776551724137931"
"128","0.4086303939962477","0.4086303939962477","0.4086303939962477"
"129","0.36666666666666664","0.36666666666666664","0.36666666666666664"
"130","0.3779587404994571","0.3779587404994571","0.3779587404994571"
"131","0.4071046600458365","0.4071046600458365","0.4071046600458365"
"132","0.4574244415243101","0.4574244415243101","0.4574244415243101"
"133","0.4691409507923269","0.4691409507923269","0.4691409507923269"
"134","0.5081946222791294","0.5081946222791294","0.5081946222791294"
"135","0.4670707070707071","0.4670707070707071","0.4670707070707071"
"136","0.500328947368421","0.500328947368421","0.500328947368421"
"137","0.4820422535211268","0.4820422535211268","0.4820422535211268"
"138","0.5044776119402985","0.5044776119402985","0.5044776119402985"
"139","0.49154557463672394","0.49154557463672394","0.49154557463672394"
"140","0.4077601410934744","0.4077601410934744","0.4077601410934744"
"141","0.42127659574468085","0.42127659574468085","0.42127659574468085"
"142","0.44204081632653064","0.44204081632653064","0.44204081632653064"
"143","0.46421923474663906","0.46421923474663906","0.46421923474663906"
"144","0.43738019169329073","0.43738019169329073","0.43738019169329073"
"145","0.4633608815426997","0.4633608815426997","0.4633608815426997"
"146","0.41042084168336673","0.41042084168336673","0.41042084168336673"
"147","0.4534005037783375","0.4534005037783375","0.4534005037783375"
"148","0.4121495327102804","0.4121495327102804","0.4121495327102804"
"149","0.42428734321550743","0.42428734321550743","0.42428734321550743"
"150","0.3707135250266241","0.3707135250266241","0.3707135250266241"
"151","0.46805970149253734","0.46805970149253734","0.46805970149253734"
"152","0.46758104738154616","0.46758104738154616","0.46758104738154616"
"153","0.37764034253092293","0.37764034253092293","0.37764034253092293"
"154","0.4002631578947368","0.4002631578947368","0.4002631578947368"
"155","0.37176015473887813","0.37176015473887813","0.37176015473887813"
"156","0.4792022792022792","0.4792022792022792","0.4792022792022792"
"157","0.3695134061569017","0.3695134061569017","0.3695134061569017"
"158","0.5157894736842106","0.5157894736842106","0.5157894736842106"
"159","0.39481090589270007","0.39481090589270007","0.39481090589270007"
"160","0.4319622964867181","0.4319622964867181","0.4319622964867181"
"161","0.44554455445544555","0.44554455445544555","0.44554455445544555"
"162","0.4417849898580122","0.4417849898580122","0.4417849898580122"
"163","0.44244946492271103","0.44244946492271103","0.44244946492271103"
"164","0.45569620253164556","0.45569620253164556","0.45569620253164556"
"165","0.4457106274007682","0.4457106274007682","0.4457106274007682"
"166","0.5246252676659529","0.5246252676659529","0.5246252676659529"
"167","0.4905405405405405","0.4905405405405405","0.4905405405405405"
"168","0.37244655581947744","0.37244655581947744","0.37244655581947744"
"169","0.509090909090909","0.509090909090909","0.509090909090909"
"170","0.491647855530474","0.491647855530474","0.491647855530474"
"171","0.5321167883211679","0.5321167883211679","0.5321167883211679"
"172","0.4904632152588556","0.4904632152588556","0.4904632152588556"
"173","0.5414607948442535","0.5414607948442535","0.5414607948442535"
"174","0.45685279187817257","0.45685279187817257","0.45685279187817257"
"175","0.5232558139534884","0.5232558139534884","0.5232558139534884"
"176","0.46814159292035395","0.46814159292035395","0.46814159292035395"
"177","0.6075","0.6075","0.6075"
"178","0.5347258485639687","0.5347258485639687","0.5347258485639687"
"179","0.4415078707539354","0.4415078707539354","0.4415078707539354"
"180","0.4747433264887064","0.4747433264887064","0.4747433264887064"
"181","0.5004459308807135","0.5004459308807135","0.5004459308807135"
"182","0.4939516129032258","0.4939516129032258","0.4939516129032258"
"183","0.47467597208374873","0.47467597208374873","0.47467597208374873"
"184","0.55696","0.55696","0.55696"
"185","0.5261744966442953","0.5261744966442953","0.5261744966442953"
"186","0.4618320610687023","0.4618320610687023","0.4618320610687023"
"187","0.4565320665083135","0.4565320665083135","0.4565320665083135"
"188","0.48433367243133263","0.48433367243133263","0.48433367243133263"
"189","0.5451612903225806","0.5451612903225806","0.5451612903225806"
"190","0.41884057971014493","0.41884057971014493","0.41884057971014493"
"191","0.416260162601626","0.416260162601626","0.416260162601626"
"192","0.561236802413273","0.561236802413273","0.561236802413273"
"193","0.4575942915392457","0.4575942915392457","0.4575942915392457"
"194","0.4579505300353357","0.4579505300353357","0.4579505300353357"
"195","0.48896189224704334","0.48896189224704334","0.48896189224704334"
"196","0.4556802244039271","0.4556802244039271","0.4556802244039271"
"197","0.5338235294117647","0.5338235294117647","0.5338235294117647"
"198","0.4764404609475032","0.4764404609475032","0.4764404609475032"
"199","0.4189655172413793","0.4189655172413793","0.4189655172413793"
