"Step","1 - Jain_fairness_index","1 - Jain_fairness_index__MIN","1 - Jain_fairness_index__MAX"
"0","0.8221476510067114","0.8221476510067114","0.8221476510067114"
"1","0.8157303370786517","0.8157303370786517","0.8157303370786517"
"2","0.8776255707762557","0.8776255707762557","0.8776255707762557"
"3","0.7929515418502202","0.7929515418502202","0.7929515418502202"
"4","0.9422110552763819","0.9422110552763819","0.9422110552763819"
"5","0.8664","0.8664","0.8664"
"6","0.9856140350877193","0.9856140350877193","0.9856140350877193"
"7","0.7223880597014926","0.7223880597014926","0.7223880597014926"
"8","0.950642673521851","0.950642673521851","0.950642673521851"
"9","0.9593360995850623","0.9593360995850623","0.9593360995850623"
"10","0.9502994011976048","0.9502994011976048","0.9502994011976048"
"11","0.8452261306532663","0.8452261306532663","0.8452261306532663"
"12","0.9162650602409639","0.9162650602409639","0.9162650602409639"
"13","0.8724528301886793","0.8724528301886793","0.8724528301886793"
"14","0.852112676056338","0.852112676056338","0.852112676056338"
"15","0.9394648829431438","0.9394648829431438","0.9394648829431438"
"16","0.8395348837209302","0.8395348837209302","0.8395348837209302"
"17","0.9719723183391004","0.9719723183391004","0.9719723183391004"
"18","0.8691428571428571","0.8691428571428571","0.8691428571428571"
"19","0.8677966101694915","0.8677966101694915","0.8677966101694915"
"20","0.9191256830601093","0.9191256830601093","0.9191256830601093"
"21","0.9422110552763819","0.9422110552763819","0.9422110552763819"
"22","0.8456483126110125","0.8456483126110125","0.8456483126110125"
"23","0.9063583815028902","0.9063583815028902","0.9063583815028902"
"24","0.8251559251559252","0.8251559251559252","0.8251559251559252"
"25","0.8781362007168458","0.8781362007168458","0.8781362007168458"
"26","0.7372703412073491","0.7372703412073491","0.7372703412073491"
"27","0.9245076586433261","0.9245076586433261","0.9245076586433261"
"28","0.8642857142857143","0.8642857142857143","0.8642857142857143"
"29","0.9228813559322034","0.9228813559322034","0.9228813559322034"
"30","0.7644705882352941","0.7644705882352941","0.7644705882352941"
"31","0.6622047244094488","0.6622047244094488","0.6622047244094488"
"32","0.8626865671641791","0.8626865671641791","0.8626865671641791"
"33","0.9094736842105263","0.9094736842105263","0.9094736842105263"
"34","0.8675564681724846","0.8675564681724846","0.8675564681724846"
"35","0.8002849002849003","0.8002849002849003","0.8002849002849003"
"36","0.8476082004555808","0.8476082004555808","0.8476082004555808"
"37","0.780695652173913","0.780695652173913","0.780695652173913"
"38","0.7632293080054274","0.7632293080054274","0.7632293080054274"
"39","0.7237006237006237","0.7237006237006237","0.7237006237006237"
"40","0.7182266009852217","0.7182266009852217","0.7182266009852217"
"41","0.8892307692307693","0.8892307692307693","0.8892307692307693"
"42","0.7466666666666667","0.7466666666666667","0.7466666666666667"
"43","0.8937931034482759","0.8937931034482759","0.8937931034482759"
"44","0.8112582781456954","0.8112582781456954","0.8112582781456954"
"45","0.763036303630363","0.763036303630363","0.763036303630363"
"46","0.8554106910039113","0.8554106910039113","0.8554106910039113"
"47","0.7363057324840764","0.7363057324840764","0.7363057324840764"
"48","0.8309462915601024","0.8309462915601024","0.8309462915601024"
"49","0.7781163434903047","0.7781163434903047","0.7781163434903047"
"50","0.7933901918976546","0.7933901918976546","0.7933901918976546"
"51","0.7578947368421053","0.7578947368421053","0.7578947368421053"
"52","0.7391590013140604","0.7391590013140604","0.7391590013140604"
"53","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"54","0.8746987951807229","0.8746987951807229","0.8746987951807229"
"55","0.7669014084507042","0.7669014084507042","0.7669014084507042"
"56","0.8817813765182186","0.8817813765182186","0.8817813765182186"
"57","0.7647359454855196","0.7647359454855196","0.7647359454855196"
"58","0.7758389261744967","0.7758389261744967","0.7758389261744967"
"59","0.8198581560283688","0.8198581560283688","0.8198581560283688"
"60","0.7515337423312883","0.7515337423312883","0.7515337423312883"
"61","0.8542222222222222","0.8542222222222222","0.8542222222222222"
"62","0.7567164179104477","0.7567164179104477","0.7567164179104477"
"63","0.7476923076923077","0.7476923076923077","0.7476923076923077"
"64","0.7911392405063291","0.7911392405063291","0.7911392405063291"
