"Step","greedy - Jain_fairness_index","greedy - Jain_fairness_index__MIN","greedy - Jain_fairness_index__MAX"
"130","0.28227628149435274","0.28227628149435274","0.28227628149435274"
"131","0.4224967490247074","0.4224967490247074","0.4224967490247074"
"132","0.4022702702702703","0.4022702702702703","0.4022702702702703"
"133","0.3219047619047619","0.3219047619047619","0.3219047619047619"
"134","0.3626415094339623","0.3626415094339623","0.3626415094339623"
"135","0.35530179445350735","0.35530179445350735","0.35530179445350735"
"136","0.34513981358189083","0.34513981358189083","0.34513981358189083"
"137","0.43540252182347233","0.43540252182347233","0.43540252182347233"
"138","0.3939568345323741","0.3939568345323741","0.3939568345323741"
"139","0.3767123287671233","0.3767123287671233","0.3767123287671233"
"140","0.29265822784810125","0.29265822784810125","0.29265822784810125"
"141","0.394393741851369","0.394393741851369","0.394393741851369"
"142","0.31141868512110726","0.31141868512110726","0.31141868512110726"
"143","0.36049046321525885","0.36049046321525885","0.36049046321525885"
"144","0.30136674259681095","0.30136674259681095","0.30136674259681095"
"145","0.3291621327529924","0.3291621327529924","0.3291621327529924"
"146","0.3879310344827586","0.3879310344827586","0.3879310344827586"
"147","0.281508078994614","0.281508078994614","0.281508078994614"
"148","0.34889267461669504","0.34889267461669504","0.34889267461669504"
"149","0.32754010695187163","0.32754010695187163","0.32754010695187163"
"150","0.2872744539411206","0.2872744539411206","0.2872744539411206"
"151","0.27483660130718957","0.27483660130718957","0.27483660130718957"
"152","0.33019431988041853","0.33019431988041853","0.33019431988041853"
"153","0.28803986710963453","0.28803986710963453","0.28803986710963453"
"154","0.34268774703557314","0.34268774703557314","0.34268774703557314"
"155","0.40205128205128204","0.40205128205128204","0.40205128205128204"
"156","0.4125","0.4125","0.4125"
"157","0.3582392776523702","0.3582392776523702","0.3582392776523702"
"158","0.2578800557880056","0.2578800557880056","0.2578800557880056"
"159","0.3677110530896432","0.3677110530896432","0.3677110530896432"
"160","0.30223255813953487","0.30223255813953487","0.30223255813953487"
"161","0.29040871934604906","0.29040871934604906","0.29040871934604906"
"162","0.2820936639118457","0.2820936639118457","0.2820936639118457"
"163","0.32554680664916885","0.32554680664916885","0.32554680664916885"
"164","0.30446601941747575","0.30446601941747575","0.30446601941747575"
"165","0.37247247247247245","0.37247247247247245","0.37247247247247245"
"166","0.43039309683604987","0.43039309683604987","0.43039309683604987"
"167","0.38412698412698415","0.38412698412698415","0.38412698412698415"
"168","0.3360711261642676","0.3360711261642676","0.3360711261642676"
"169","0.3728900255754476","0.3728900255754476","0.3728900255754476"
"170","0.41273885350318473","0.41273885350318473","0.41273885350318473"
"171","0.3664819944598338","0.3664819944598338","0.3664819944598338"
"172","0.36449746926970356","0.36449746926970356","0.36449746926970356"
"173","0.3591880341880342","0.3591880341880342","0.3591880341880342"
"174","0.46943784639746633","0.46943784639746633","0.46943784639746633"
"175","0.2908368967623702","0.2908368967623702","0.2908368967623702"
"176","0.338813151563753","0.338813151563753","0.338813151563753"
"177","0.443042071197411","0.443042071197411","0.443042071197411"
"178","0.3920524017467249","0.3920524017467249","0.3920524017467249"
"179","0.33692722371967654","0.33692722371967654","0.33692722371967654"
"180","0.34404761904761905","0.34404761904761905","0.34404761904761905"
"181","0.255359394703657","0.255359394703657","0.255359394703657"
"182","0.35294117647058826","0.35294117647058826","0.35294117647058826"
"183","0.3265367316341829","0.3265367316341829","0.3265367316341829"
"184","0.24226110363391656","0.24226110363391656","0.24226110363391656"
"185","0.3687854710556186","0.3687854710556186","0.3687854710556186"
"186","0.4765765765765766","0.4765765765765766","0.4765765765765766"
"187","0.39708265802269044","0.39708265802269044","0.39708265802269044"
"188","0.4222953904045155","0.4222953904045155","0.4222953904045155"
"189","0.3052160953800298","0.3052160953800298","0.3052160953800298"
"190","0.41782608695652174","0.41782608695652174","0.41782608695652174"
"191","0.2911453320500481","0.2911453320500481","0.2911453320500481"
"192","0.41285714285714287","0.41285714285714287","0.41285714285714287"
"193","0.31086048454469506","0.31086048454469506","0.31086048454469506"
"194","0.4087824351297405","0.4087824351297405","0.4087824351297405"
"195","0.37422037422037424","0.37422037422037424","0.37422037422037424"
"196","0.2875739644970414","0.2875739644970414","0.2875739644970414"
"197","0.30962128966223135","0.30962128966223135","0.30962128966223135"
"198","0.39669811320754716","0.39669811320754716","0.39669811320754716"
"199","0.3153153153153153","0.3153153153153153","0.3153153153153153"
