"Step","1 new - Jain_fairness_index","1 new - Jain_fairness_index__MIN","1 new - Jain_fairness_index__MAX"
"119","0.448","0.448","0.448"
"120","0.4585291113381001","0.4585291113381001","0.4585291113381001"
"121","0.5170212765957447","0.5170212765957447","0.5170212765957447"
"122","0.7706796116504855","0.7706796116504855","0.7706796116504855"
"123","0.5408239700374532","0.5408239700374532","0.5408239700374532"
"124","0.5902439024390244","0.5902439024390244","0.5902439024390244"
"125","0.6657534246575343","0.6657534246575343","0.6657534246575343"
"126","0.707843137254902","0.707843137254902","0.707843137254902"
"127","0.5535564853556485","0.5535564853556485","0.5535564853556485"
"128","0.6966013071895425","0.6966013071895425","0.6966013071895425"
"129","0.6730769230769231","0.6730769230769231","0.6730769230769231"
"130","0.6834750911300121","0.6834750911300121","0.6834750911300121"
"131","0.6448873483535529","0.6448873483535529","0.6448873483535529"
"132","0.5562577447335811","0.5562577447335811","0.5562577447335811"
"133","0.5862629246676514","0.5862629246676514","0.5862629246676514"
"134","0.5351535836177475","0.5351535836177475","0.5351535836177475"
"135","0.6830703012912482","0.6830703012912482","0.6830703012912482"
"136","0.5834757834757834","0.5834757834757834","0.5834757834757834"
"137","0.6588235294117647","0.6588235294117647","0.6588235294117647"
"138","0.7334085778781039","0.7334085778781039","0.7334085778781039"
"139","0.5606666666666666","0.5606666666666666","0.5606666666666666"
"140","0.5878260869565217","0.5878260869565217","0.5878260869565217"
"141","0.5753719008264463","0.5753719008264463","0.5753719008264463"
"142","0.5934609250398724","0.5934609250398724","0.5934609250398724"
"143","0.5117766497461929","0.5117766497461929","0.5117766497461929"
"144","0.5146611341632088","0.5146611341632088","0.5146611341632088"
"145","0.6405882352941177","0.6405882352941177","0.6405882352941177"
"146","0.6130148270181219","0.6130148270181219","0.6130148270181219"
"147","0.6758620689655173","0.6758620689655173","0.6758620689655173"
"148","0.534715821812596","0.534715821812596","0.534715821812596"
"149","0.6288981288981289","0.6288981288981289","0.6288981288981289"
"150","0.5897959183673469","0.5897959183673469","0.5897959183673469"
"151","0.6828282828282828","0.6828282828282828","0.6828282828282828"
"152","0.6339130434782608","0.6339130434782608","0.6339130434782608"
"153","0.5538904899135446","0.5538904899135446","0.5538904899135446"
"154","0.6780058651026393","0.6780058651026393","0.6780058651026393"
"155","0.5885057471264368","0.5885057471264368","0.5885057471264368"
"156","0.6701538461538461","0.6701538461538461","0.6701538461538461"
"157","0.6293706293706294","0.6293706293706294","0.6293706293706294"
"158","0.7857142857142857","0.7857142857142857","0.7857142857142857"
"159","0.8142857142857143","0.8142857142857143","0.8142857142857143"
"160","0.600625","0.600625","0.600625"
"161","0.7718100890207715","0.7718100890207715","0.7718100890207715"
"162","0.6767337807606264","0.6767337807606264","0.6767337807606264"
"163","0.5572755417956656","0.5572755417956656","0.5572755417956656"
"164","0.6260586319218241","0.6260586319218241","0.6260586319218241"
"165","0.6140575079872205","0.6140575079872205","0.6140575079872205"
"166","0.7211920529801324","0.7211920529801324","0.7211920529801324"
"167","0.6716417910447762","0.6716417910447762","0.6716417910447762"
"168","0.5970845481049563","0.5970845481049563","0.5970845481049563"
"169","0.6113207547169811","0.6113207547169811","0.6113207547169811"
"170","0.5663299663299664","0.5663299663299664","0.5663299663299664"
"171","0.7390658174097664","0.7390658174097664","0.7390658174097664"
"172","0.6965986394557823","0.6965986394557823","0.6965986394557823"
"173","0.6026365348399246","0.6026365348399246","0.6026365348399246"
"174","0.667741935483871","0.667741935483871","0.667741935483871"
"175","0.6328467153284671","0.6328467153284671","0.6328467153284671"
"176","0.7142034548944338","0.7142034548944338","0.7142034548944338"
"177","0.642809364548495","0.642809364548495","0.642809364548495"
"178","0.741106719367589","0.741106719367589","0.741106719367589"
"179","0.6066852367688023","0.6066852367688023","0.6066852367688023"
"180","0.8706390328151986","0.8706390328151986","0.8706390328151986"
"181","0.6656529516994634","0.6656529516994634","0.6656529516994634"
"182","0.7074294205052006","0.7074294205052006","0.7074294205052006"
"183","0.6834750911300121","0.6834750911300121","0.6834750911300121"
"184","0.5853277835587929","0.5853277835587929","0.5853277835587929"
"185","0.6405336721728081","0.6405336721728081","0.6405336721728081"
"186","0.7658227848101266","0.7658227848101266","0.7658227848101266"
"187","0.65703125","0.65703125","0.65703125"
"188","0.6942857142857143","0.6942857142857143","0.6942857142857143"
"189","0.6693086003372681","0.6693086003372681","0.6693086003372681"
"190","0.7112195121951219","0.7112195121951219","0.7112195121951219"
"191","0.7218884120171674","0.7218884120171674","0.7218884120171674"
"192","0.7480519480519481","0.7480519480519481","0.7480519480519481"
"193","0.6512676056338028","0.6512676056338028","0.6512676056338028"
"194","0.6766917293233082","0.6766917293233082","0.6766917293233082"
"195","0.5925666199158486","0.5925666199158486","0.5925666199158486"
"196","0.6347417840375587","0.6347417840375587","0.6347417840375587"
"197","0.7034026465028356","0.7034026465028356","0.7034026465028356"
"198","0.7180124223602484","0.7180124223602484","0.7180124223602484"
"199","0.7092024539877301","0.7092024539877301","0.7092024539877301"
